KO	GeneNumber	Description
K06207	2	 typA, bipA; GTP-binding protein
K03321	2	 TC.SULP; sulfate permease, SulP family
K10026	1	 queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]
K06991	1	 K06991; uncharacterized protein
K01491	1	 folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
K03106	1	 SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]
K21817	1	 blh; beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]
K01887	1	 RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]
K01647	1	 CS, gltA; citrate synthase [EC:2.3.3.1]
K01689	1	 ENO, eno; enolase [EC:4.2.1.11]
K01956	1	 carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]
K02879	1	 RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17
K03040	1	 rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]
K02986	1	 RP-S4, rpsD; small subunit ribosomal protein S4
K02948	1	 RP-S11, MRPS11, rpsK; small subunit ribosomal protein S11
K02952	1	 RP-S13, rpsM; small subunit ribosomal protein S13
K02518	1	 infA; translation initiation factor IF-1
K03076	1	 secY; preprotein translocase subunit SecY
K02876	1	 RP-L15, MRPL15, rplO; large subunit ribosomal protein L15
K02907	1	 RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30
K02988	1	 RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5
K02881	1	 RP-L18, MRPL18, rplR; large subunit ribosomal protein L18
K02933	1	 RP-L6, MRPL6, rplF; large subunit ribosomal protein L6
K02994	1	 RP-S8, rpsH; small subunit ribosomal protein S8
K02954	1	 RP-S14, MRPS14, rpsN; small subunit ribosomal protein S14
K02931	1	 RP-L5, MRPL5, rplE; large subunit ribosomal protein L5
K02895	1	 RP-L24, MRPL24, rplX; large subunit ribosomal protein L24
K02874	1	 RP-L14, MRPL14, rplN; large subunit ribosomal protein L14
K02961	1	 RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17
K02904	1	 RP-L29, rpmC; large subunit ribosomal protein L29
K02878	1	 RP-L16, MRPL16, rplP; large subunit ribosomal protein L16
K02982	1	 RP-S3, rpsC; small subunit ribosomal protein S3
K02890	1	 RP-L22, MRPL22, rplV; large subunit ribosomal protein L22
K02965	1	 RP-S19, rpsS; small subunit ribosomal protein S19
K02886	1	 RP-L2, MRPL2, rplB; large subunit ribosomal protein L2
K02892	1	 RP-L23, MRPL23, rplW; large subunit ribosomal protein L23
K02926	1	 RP-L4, MRPL4, rplD; large subunit ribosomal protein L4
K02906	1	 RP-L3, MRPL3, rplC; large subunit ribosomal protein L3
K02946	1	 RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10
K02355	1	 fusA, GFM, EFG; elongation factor G
K02992	1	 RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7
K11381	1	 bkdA; 2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]
K03113	1	 EIF1, SUI1; translation initiation factor 1
K03648	1	 UNG, UDG; uracil-DNA glycosylase [EC:3.2.2.27]
K07456	1	 mutS2; DNA mismatch repair protein MutS2
K09808	2	 lolC_E; lipoprotein-releasing system permease protein
K00266	1	 gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]
K00384	3	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]
K08641	1	 vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]
K03718	2	 asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA
K01595	1	 ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]
K01735	1	 aroB; 3-dehydroquinate synthase [EC:4.2.3.4]
K01495	2	 GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]
K07304	2	 msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]
K09810	1	 lolD; lipoprotein-releasing system ATP-binding protein [EC:3.6.3.-]
K01465	2	 URA4, pyrC; dihydroorotase [EC:3.5.2.3]
K06999	1	 K06999; phospholipase/carboxylesterase
K06167	1	 phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]
K03564	2	 BCP, PRXQ, DOT5; peroxiredoxin Q/BCP [EC:1.11.1.15]
K10773	1	 NTH; endonuclease III [EC:4.2.99.18]
K03088	4	 rpoE; RNA polymerase sigma-70 factor, ECF subfamily
K03701	2	 uvrA; excinuclease ABC subunit A
K09940	1	 K09940; uncharacterized protein
K03650	1	 mnmE, trmE, MSS1; tRNA modification GTPase [EC:3.6.-.-]
K03310	2	 TC.AGCS; alanine or glycine:cation symporter, AGCS family
K02970	1	 RP-S21, MRPS21, rpsU; small subunit ribosomal protein S21
K03733	1	 xerC; integrase/recombinase XerC
K05808	1	 yhbH; putative sigma-54 modulation protein
K01808	1	 rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]
K02348	1	 elaA; ElaA protein
K03536	1	 rnpA; ribonuclease P protein component [EC:3.1.26.5]
K03596	1	 lepA; GTP-binding protein LepA
K02834	1	 rbfA; ribosome-binding factor A
K01740	1	 metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]
K07267	1	 oprB; porin
K01783	1	 rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]
K03086	1	 rpoD; RNA polymerase primary sigma factor
K00962	1	 pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
K02956	1	 RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15
K01963	1	 accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
K01624	1	 FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]
K03437	2	 spoU; RNA methyltransferase, TrmH family
K03183	1	 ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]
K03499	1	 trkA, ktrA; trk system potassium uptake protein
K03498	1	 trkH, trkG, ktrB; trk system potassium uptake protein
K07478	1	 ycaJ; putative ATPase
K03218	1	 rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]
K04751	1	 glnB; nitrogen regulatory protein P-II 1
K06199	1	 crcB, FEX; fluoride exporter
K00826	1	 E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]
K07071	1	 K07071; uncharacterized protein
K03687	1	 GRPE; molecular chaperone GrpE
K03686	1	 dnaJ; molecular chaperone DnaJ
K01907	1	 AACS, acsA; acetoacetyl-CoA synthetase [EC:6.2.1.16]
K14393	1	 actP; cation/acetate symporter
K01895	1	 ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]
K07090	4	 K07090; uncharacterized protein
K07053	1	 E3.1.3.97; 3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]
K11068	1	 hlyIII; hemolysin III
K07119	1	 K07119; uncharacterized protein
K01259	1	 pip; proline iminopeptidase [EC:3.4.11.5]
K21572	4	 susD; starch-binding outer membrane protein, SusD/RagB family
K03307	3	 TC.SSS; solute:Na+ symporter, SSS family
K04091	1	 ssuD; alkanesulfonate monooxygenase [EC:1.14.14.5]
K19802	1	 ycjG, ykfB; L-Ala-D/L-Glu epimerase [EC:5.1.1.20]
K12972	1	 ghrA; glyoxylate/hydroxypyruvatereductase [EC:1.1.1.79 1.1.1.81]
K09776	1	 K09776; uncharacterized protein
K12941	3	 abgB; aminobenzoyl-glutamate utilization protein B
K03317	1	 TC.CNT; concentrative nucleoside transporter, CNT family
K06136	1	 pqqB; pyrroloquinoline quinone biosynthesis protein B
K01915	2	 glnA, GLUL; glutamine synthetase [EC:6.3.1.2]
K07301	1	 yrbG; cation:H+ antiporter
K00560	1	 thyA, TYMS; thymidylate synthase [EC:2.1.1.45]
K08999	1	 K08999; uncharacterized protein
K00162	1	 PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
K15987	1	 hppA; K(+)-stimulated pyrophosphate-energized sodium pump [EC:3.6.1.1]
K00789	1	 metK; S-adenosylmethionine synthetase [EC:2.5.1.6]
K07397	1	 yhfA; putative redox protein
K10764	1	 metZ; O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]
K00548	2	 metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
K00297	1	 metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
K01990	2	 ABC-2.A; ABC-2 type transport system ATP-binding protein
K04518	1	 pheA2; prephenate dehydratase [EC:4.2.1.51]
K10206	1	 E2.6.1.83; LL-diaminopimelate aminotransferase [EC:2.6.1.83]
K04517	1	 tyrA2; prephenate dehydrogenase [EC:1.3.1.12]
K04516	1	 AROA1, aroA; chorismate mutase [EC:5.4.99.5]
K00812	2	 aspB; aspartate aminotransferase [EC:2.6.1.1]
K00508	1	 E1.14.19.3; linoleoyl-CoA desaturase [EC:1.14.19.3]
K03501	1	 gidB, rsmG; 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]
K00294	1	 E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
K06195	1	 apaG; ApaG protein
K00346	1	 nqrA; Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:1.6.5.8]
K00347	1	 nqrB; Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:1.6.5.8]
K00348	1	 nqrC; Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:1.6.5.8]
K00349	1	 nqrD; Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:1.6.5.8]
K00350	1	 nqrE; Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:1.6.5.8]
K00351	1	 nqrF; Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:1.6.5.8]
K03734	1	 apbE; FAD:protein FMN transferase [EC:2.7.1.180]
K01265	1	 map; methionyl aminopeptidase [EC:3.4.11.18]
K15633	1	 gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]
K06949	1	 rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]
K07560	1	 dtd, DTD; D-aminoacyl-tRNA deacylase [EC:3.1.1.96]
K00075	1	 murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]
K02275	1	 coxB, ctaC; cytochrome c oxidase subunit II [EC:1.9.3.1]
K00185	1	 K00185; prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit
K00184	1	 K00184; prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit
K02519	1	 infB, MTIF2; translation initiation factor IF-2
K02600	1	 nusA; N utilization substance protein A
K09748	1	 rimP; ribosome maturation factor RimP
K03405	1	 chlI, bchI; magnesium chelatase subunit I [EC:6.6.1.1]
K01434	2	 E3.5.1.11; penicillin amidase [EC:3.5.1.11]
K03294	1	 TC.APA; basic amino acid/polyamine antiporter, APA family
K00764	1	 purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]
K03469	1	 rnhA, RNASEH1; ribonuclease HI [EC:3.1.26.4]
K11175	1	 purN; phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
K02078	1	 acpP; acyl carrier protein
K09458	1	 fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
K03685	1	 rnc, DROSHA, RNT1; ribonuclease III [EC:3.1.26.3]
K00873	1	 PK, pyk; pyruvate kinase [EC:2.7.1.40]
K02346	1	 dinB; DNA polymerase IV [EC:2.7.7.7]
K13051	1	 iaaA, ASRGL1; beta-aspartyl-peptidase (threonine type) [EC:3.4.19.5]
K00128	2	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K01889	1	 FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
