KO	GeneNumber	Description
K00020	4	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00019	1	 E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
K00015	1	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00560	1	 thyA, TYMS; thymidylate synthase [EC:2.1.1.45]
K00287	1	 DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00432	2	 gpx; glutathione peroxidase [EC:1.11.1.9]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00029	1	 E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K00537	1	 ARSC1, arsC; arsenate reductase [EC:1.20.4.1]
K00023	1	 phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]
K00568	1	 ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00014	3	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00413	1	 CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit
K00208	1	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00228	1	 CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K00383	1	 GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]
K00457	1	 HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
