KO	GeneNumber	Description
K00010	2	 iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
K00065	1	 kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
K00571	5	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00208	1	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00005	1	 gldA; glycerol dehydrogenase [EC:1.1.1.6]
K00018	1	 hprA; glycerate dehydrogenase [EC:1.1.1.29]
K00558	1	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00015	1	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00030	1	 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00008	2	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00341	1	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00033	1	 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00477	1	 PHYH; phytanoyl-CoA hydroxylase [EC:1.14.11.18]
