KO	GeneNumber	Description
K00571	3	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00392	1	 sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00341	1	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00023	1	 phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00558	5	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00457	1	 HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
K00459	1	 ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]
K00231	1	 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00024	2	 mdh; malate dehydrogenase [EC:1.1.1.37]
