KO	GeneNumber	Description
K00009	1	 mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]
K00027	1	 ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00341	2	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00560	1	 thyA, TYMS; thymidylate synthase [EC:2.1.1.45]
K00010	1	 iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
K00558	2	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00015	1	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00571	2	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00208	1	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00065	1	 kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
