KO	GeneNumber	Description
K01130	3	 E3.1.6.1, aslA; arylsulfatase [EC:3.1.6.1]
K02027	3	 ABC.MS.S; multiple sugar transport system substrate-binding protein
K02026	4	 ABC.MS.P1; multiple sugar transport system permease protein
K02025	3	 ABC.MS.P; multiple sugar transport system permease protein
K01488	2	 add, ADA; adenosine deaminase [EC:3.5.4.4]
K03852	1	 xsc; sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]
K21593	1	 triA; melamine deaminase [EC:3.5.4.45]
K01652	8	 E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
K00015	2	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K07452	2	 mcrB; 5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]
K19147	2	 mcrC; 5-methylcytosine-specific restriction enzyme subunit McrC
K01251	2	 E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]
K00873	1	 PK, pyk; pyruvate kinase [EC:2.7.1.40]
K03518	15	 coxS; aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]
K08372	1	 pepD; putative serine protease PepD [EC:3.4.21.-]
K00831	1	 serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]
K06902	1	 UMF1; MFS transporter, UMF1 family
K00626	3	 E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
K07062	2	 fitB; toxin FitB [EC:3.1.-.-]
K03546	1	 sbcC, rad50; DNA repair protein SbcC/Rad50
K03547	1	 sbcD, mre11; DNA repair protein SbcD/Mre11
K06915	1	 K06915; uncharacterized protein
K01480	2	 speB; agmatinase [EC:3.5.3.11]
K07133	11	 K07133; uncharacterized protein
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K06942	1	 ychF; ribosome-binding ATPase
K08974	1	 K08974; putative membrane protein
K01431	4	 UPB1, pydC; beta-ureidopropionase [EC:3.5.1.6]
K01733	5	 thrC; threonine synthase [EC:4.2.3.1]
K12527	1	 ygfK; putative selenate reductase [EC:1.97.1.9]
K01895	3	 ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]
K00560	1	 thyA, TYMS; thymidylate synthase [EC:2.1.1.45]
K03816	1	 xpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]
K10773	1	 NTH; endonuclease III [EC:4.2.99.18]
K06196	2	 ccdA; cytochrome c-type biogenesis protein
K14161	1	 imuB; protein ImuB
K14162	1	 dnaE2; error-prone DNA polymerase [EC:2.7.7.7]
K01657	1	 trpE; anthranilate synthase component I [EC:4.1.3.27]
K06980	1	 ygfZ; tRNA-modifying protein YgfZ
K01609	1	 trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]
K01817	1	 trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24]
K01696	1	 trpB; tryptophan synthase beta chain [EC:4.2.1.20]
K01695	1	 trpA; tryptophan synthase alpha chain [EC:4.2.1.20]
K03596	1	 lepA; GTP-binding protein LepA
K02335	1	 polA; DNA polymerase I [EC:2.7.7.7]
K02945	1	 RP-S1, rpsA; small subunit ribosomal protein S1
K00859	1	 coaE; dephospho-CoA kinase [EC:2.7.1.24]
K03702	1	 uvrB; excinuclease ABC subunit B
K00851	1	 E2.7.1.12, gntK, idnK; gluconokinase [EC:2.7.1.12]
K06996	5	 K06996; uncharacterized protein
K03654	2	 recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]
K03701	1	 uvrA; excinuclease ABC subunit A
K02002	6	 proX; glycine betaine/proline transport system substrate-binding protein
K02168	1	 betT, betS; choline/glycine/proline betaine transport protein
K03703	1	 uvrC; excinuclease ABC subunit C
K06958	1	 rapZ; RNase adapter protein RapZ
K00927	1	 PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]
