KO	GeneNumber	Description
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00320	4	 mer; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]
K00341	2	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00065	2	 kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
K00537	1	 ARSC1, arsC; arsenate reductase [EC:1.20.4.1]
K00128	2	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K00477	1	 PHYH; phytanoyl-CoA hydroxylase [EC:1.14.11.18]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00208	1	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00571	1	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
