KO	GeneNumber	Description
K06901	1	 pbuG; putative MFS transporter, AGZA family, xanthine/uracil permease
K00249	5	 ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]
K02510	1	 hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]
K02509	1	 hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase [EC:4.2.1.-]
K01826	1	 hpaF, hpcD; 5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]
K00455	1	 hpaD, hpcB; 3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15]
K00151	2	 hpaE, hpcC; 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60]
K01069	1	 gloB, gloC, HAGH; hydroxyacylglutathione hydrolase [EC:3.1.2.6]
K03469	1	 rnhA, RNASEH1; ribonuclease HI [EC:3.1.26.4]
K02342	1	 dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]
K03314	1	 nhaB; Na+:H+ antiporter, NhaB family
K01897	2	 ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]
K02655	2	 pilE; type IV pilus assembly protein PilE
K03695	1	 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB
K05810	1	 yfiH; polyphenol oxidase [EC:1.10.3.-]
K00507	1	 SCD, desC; stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1]
K03929	3	 pnbA; para-nitrobenzyl esterase [EC:3.1.1.-]
K03641	1	 tolB; TolB protein
K03640	1	 pal; peptidoglycan-associated lipoprotein
K10026	1	 queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]
K06920	1	 queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]
K06991	1	 K06991; uncharacterized protein
K02556	2	 motA; chemotaxis protein MotA
K09964	1	 K09964; uncharacterized protein
K06132	1	 clsC; cardiolipin synthase C [EC:2.7.8.-]
K01556	1	 KYNU, kynU; kynureninase [EC:3.7.1.3]
K00826	2	 E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]
K07588	2	 argK; LAO/AO transport system kinase [EC:2.7.-.-]
K01848	1	 E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]
K02182	1	 caiC; carnitine-CoA ligase [EC:6.2.1.48]
K02014	15	 TC.FEV.OM; iron complex outermembrane recepter protein
K21090	1	 adrB; c-di-GMP phosphodiesterase [EC:3.1.4.52]
K00858	1	 ppnK, NADK; NAD+ kinase [EC:2.7.1.23]
K03644	1	 lipA; lipoyl synthase [EC:2.8.1.8]
K18586	1	 COQ4; ubiquinone biosynthesis protein COQ4
K01284	1	 dcp; peptidyl-dipeptidase Dcp [EC:3.4.15.5]
K07045	1	 K07045; uncharacterized protein
K00076	1	 hdhA; 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]
K12256	1	 spuC; putrescine---pyruvate transaminase [EC:2.6.1.113]
K00111	1	 glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
K01066	2	 aes; acetyl esterase [EC:3.1.1.-]
K14645	2	 K14645; serine protease [EC:3.4.21.-]
K12574	1	 rnj; ribonuclease J [EC:3.1.-.-]
K00383	1	 GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]
K07090	1	 K07090; uncharacterized protein
K00015	1	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K03186	1	 ubiX, bsdB, PAD1; flavin prenyltransferase [EC:2.5.1.129]
K01126	2	 E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
K00873	1	 PK, pyk; pyruvate kinase [EC:2.7.1.40]
K03704	3	 cspA; cold shock protein (beta-ribbon, CspA family)
K03832	2	 tonB; periplasmic protein TonB
K03559	3	 exbD; biopolymer transport protein ExbD
K03561	3	 exbB; biopolymer transport protein ExbB
