KO	GeneNumber	Description
K02034	17	 ABC.PE.P1; peptide/nickel transport system permease protein
K02033	18	 ABC.PE.P; peptide/nickel transport system permease protein
K02031	14	 ABC.PE.A; peptide/nickel transport system ATP-binding protein
K02032	11	 ABC.PE.A1; peptide/nickel transport system ATP-binding protein
K02035	23	 ABC.PE.S; peptide/nickel transport system substrate-binding protein
K07774	1	 tctD; two-component system, OmpR family, response regulator TctD
K07649	1	 tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]
K02012	4	 afuA, fbpA; iron(III) transport system substrate-binding protein
K16329	1	 psuG; pseudouridylate synthase [EC:4.2.1.70]
K21417	2	 acoB; acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta [EC:1.1.1.-]
K19338	1	 nac; LysR family transcriptional regulator, nitrogen assimilation regulatory protein
K01023	1	 assT; arylsulfate sulfotransferase [EC:2.8.2.22]
K00826	4	 E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]
K07496	13	 K07496; putative transposase
K02510	3	 hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]
K00281	1	 GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]
K02437	1	 gcvH, GCSH; glycine cleavage system H protein
K00605	5	 gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]
K01885	2	 EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]
K16370	1	 pfkB; 6-phosphofructokinase 2 [EC:2.7.1.11]
K01992	2	 ABC-2.P; ABC-2 type transport system permease protein
K01990	2	 ABC-2.A; ABC-2 type transport system ATP-binding protein
K02986	1	 RP-S4, rpsD; small subunit ribosomal protein S4
K17675	1	 SUPV3L1, SUV3; ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]
K04762	1	 hslR; ribosome-associated heat shock protein Hsp15
K05524	1	 fdxA; ferredoxin
K07736	1	 carD; CarD family transcriptional regulator
K07263	2	 pqqL; zinc protease [EC:3.4.24.-]
K03101	1	 lspA; signal peptidase II [EC:3.4.23.36]
K00602	1	 purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
K03500	2	 rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]
K03651	3	 cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]
K03595	1	 era, ERAL1; GTPase
K10804	1	 tesA; acyl-CoA thioesterase I [EC:3.1.2.- 3.1.1.5]
K02003	3	 ABC.CD.A; putative ABC transport system ATP-binding protein
K02004	2	 ABC.CD.P; putative ABC transport system permease protein
K03596	1	 lepA; GTP-binding protein LepA
K02945	1	 RP-S1, rpsA; small subunit ribosomal protein S1
K00945	1	 cmk; CMP/dCMP kinase [EC:2.7.4.25]
K00789	1	 metK; S-adenosylmethionine synthetase [EC:2.5.1.6]
K03820	1	 lnt; apolipoprotein N-acyltransferase [EC:2.3.1.269]
K06189	1	 corC; magnesium and cobalt transporter
K07042	1	 ybeY, yqfG; probable rRNA maturation factor
K00883	1	 dgoK; 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58]
K01631	1	 dgoA; 2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21]
K06996	1	 K06996; uncharacterized protein
K02029	7	 ABC.PA.P; polar amino acid transport system permease protein
K02028	2	 ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:3.6.3.21]
K02030	4	 ABC.PA.S; polar amino acid transport system substrate-binding protein
K03313	1	 nhaA; Na+:H+ antiporter, NhaA family
K07089	2	 K07089; uncharacterized protein
K00058	6	 serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
K12972	1	 ghrA; glyoxylate/hydroxypyruvatereductase [EC:1.1.1.79 1.1.1.81]
K05837	1	 rodA, mrdB; rod shape determining protein RodA
K05515	1	 mrdA; penicillin-binding protein 2 [EC:3.4.16.4]
K03571	1	 mreD; rod shape-determining protein MreD
K03570	1	 mreC; rod shape-determining protein MreC
K03569	1	 mreB; rod shape-determining protein MreB and related proteins
K06878	1	 K06878; tRNA-binding protein
K00286	1	 proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K09806	1	 K09806; uncharacterized protein
K13292	1	 lgt, umpA; phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]
K05810	1	 yfiH; polyphenol oxidase [EC:1.10.3.-]
K00384	1	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]
K00958	1	 sat, met3; sulfate adenylyltransferase [EC:2.7.7.4]
K00800	1	 aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]
K03439	1	 trmB, METTL1, TRM8; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]
K06953	1	 K06953; uncharacterized protein
K07062	5	 fitB; toxin FitB [EC:3.1.-.-]
K01491	1	 folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
K03798	1	 ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]
K04075	1	 tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]
K03640	1	 pal; peptidoglycan-associated lipoprotein
K03641	1	 tolB; TolB protein
K03560	1	 tolR; biopolymer transport protein TolR
K03562	1	 tolQ; biopolymer transport protein TolQ
K07107	2	 ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]
K03551	1	 ruvB; holliday junction DNA helicase RuvB [EC:3.6.4.12]
K03550	1	 ruvA; holliday junction DNA helicase RuvA [EC:3.6.4.12]
K01159	1	 ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]
K00108	3	 betA, CHDH; choline dehydrogenase [EC:1.1.99.1]
K01735	1	 aroB; 3-dehydroquinate synthase [EC:4.2.3.4]
K00891	1	 E2.7.1.71, aroK, aroL; shikimate kinase [EC:2.7.1.71]
K04763	1	 xerD; integrase/recombinase XerD
K02557	2	 motB; chemotaxis protein MotB
K07232	1	 CHAC, chaC; glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]
