KO	GeneNumber	Description
K17947	1	 wbiB; dTDP-L-rhamnose 4-epimerase [EC:5.1.3.25]
K07031	2	 hddA; D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]
K03271	1	 gmhA, lpcA; D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]
K11755	1	 hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]
K21471	1	 cwlO; peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]
K03320	2	 amt, AMT, MEP; ammonium transporter, Amt family
K03458	1	 TC.NCS2; nucleobase:cation symporter-2, NCS2 family
K01153	4	 hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]
K01154	4	 hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]
K03427	5	 hsdM; type I restriction enzyme M protein [EC:2.1.1.72]
K04763	4	 xerD; integrase/recombinase XerD
K08296	1	 sixA; phosphohistidine phosphatase [EC:3.1.3.-]
K03787	1	 surE; 5'-nucleotidase [EC:3.1.3.5]
K01868	1	 TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]
K03979	1	 obgE, cgtA; GTPase [EC:3.6.5.-]
K03722	1	 dinG; ATP-dependent DNA helicase DinG [EC:3.6.4.12]
K00759	1	 APRT, apt; adenine phosphoribosyltransferase [EC:2.4.2.7]
K03724	1	 lhr; ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]
K00344	2	 qor, CRYZ; NADPH2:quinone reductase [EC:1.6.5.5]
K07023	1	 K07023; putative hydrolases of HD superfamily
K00008	2	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K03564	5	 BCP, PRXQ, DOT5; peroxiredoxin Q/BCP [EC:1.11.1.15]
K03313	2	 nhaA; Na+:H+ antiporter, NhaA family
K03438	1	 mraW, rsmH; 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]
K03587	1	 ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]
K03588	1	 ftsW, spoVE; cell division protein FtsW
K02563	1	 murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]
K01924	1	 murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]
K00075	1	 murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]
K03590	1	 ftsA; cell division protein FtsA
K03531	2	 ftsZ; cell division protein FtsZ
K06997	1	 yggS, PROSC; PLP dependent protein
K02221	1	 yggT; YggT family protein
K09131	1	 K09131; uncharacterized protein
K01892	1	 HARS, hisS; histidyl-tRNA synthetase [EC:6.1.1.21]
K02501	1	 hisH; glutamine amidotransferase [EC:2.4.2.-]
