KO	GeneNumber	Description
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00128	1	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K00033	1	 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K00392	1	 sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00571	11	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00097	1	 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K00558	1	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00383	1	 GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00005	1	 gldA; glycerol dehydrogenase [EC:1.1.1.6]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00208	1	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00228	1	 CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
