KO	GeneNumber	Description
K00383	2	 GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]
K00287	1	 DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]
K00432	1	 gpx; glutathione peroxidase [EC:1.11.1.9]
K00128	4	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K00020	1	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00029	1	 E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00571	1	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00097	1	 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00459	1	 ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00030	1	 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
K00457	1	 HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00027	1	 ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]
K00537	1	 ARSC1, arsC; arsenate reductase [EC:1.20.4.1]
K00208	1	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00483	1	 hpaB; 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]
