KO	GeneNumber	Description
K00020	1	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00392	1	 sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00008	3	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K00033	1	 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K00477	7	 PHYH; phytanoyl-CoA hydroxylase [EC:1.14.11.18]
K00287	1	 DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]
K00010	3	 iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
K00015	2	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00537	1	 ARSC1, arsC; arsenate reductase [EC:1.20.4.1]
K00571	4	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00231	1	 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00018	2	 hprA; glycerate dehydrogenase [EC:1.1.1.29]
K00560	1	 thyA, TYMS; thymidylate synthase [EC:2.1.1.45]
K00341	1	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00065	2	 kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
K00208	1	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00568	1	 ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00228	1	 CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
