KO	GeneNumber	Description
K00571	3	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00477	5	 PHYH; phytanoyl-CoA hydroxylase [EC:1.14.11.18]
K00341	1	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00008	1	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K00016	1	 LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]
K00558	3	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00010	5	 iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
K00033	1	 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K00015	4	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00018	2	 hprA; glycerate dehydrogenase [EC:1.1.1.29]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00392	1	 sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
