KO	GeneNumber	Description
K06207	1	 typA, bipA; GTP-binding protein
K09819	2	 ABC.MN.P; manganese/iron transport system permease protein
K09818	2	 ABC.MN.S; manganese/iron transport system substrate-binding protein
K03711	3	 fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator
K03147	1	 thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17]
K00010	1	 iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
K01652	15	 E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
K02034	15	 ABC.PE.P1; peptide/nickel transport system permease protein
K02033	15	 ABC.PE.P; peptide/nickel transport system permease protein
K02035	24	 ABC.PE.S; peptide/nickel transport system substrate-binding protein
K16422	3	 hmo, nocN; 4-hydroxymandelate oxidase [EC:1.1.3.46]
K00320	2	 mer; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]
K07032	2	 K07032; uncharacterized protein
K07404	2	 pgl; 6-phosphogluconolactonase [EC:3.1.1.31]
K07749	3	 frc; formyl-CoA transferase [EC:2.8.3.16]
K01424	2	 E3.5.1.1, ansA, ansB; L-asparaginase [EC:3.5.1.1]
K03798	1	 ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]
K04088	1	 hflK; membrane protease subunit HflK [EC:3.4.-.-]
K04087	1	 hflC; membrane protease subunit HflC [EC:3.4.-.-]
K01903	1	 sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
K01902	1	 sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
K01607	12	 pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
K01735	1	 aroB; 3-dehydroquinate synthase [EC:4.2.3.4]
K00891	1	 E2.7.1.71, aroK, aroL; shikimate kinase [EC:2.7.1.71]
K05606	3	 MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]
K15866	2	 paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]
K03592	1	 pmbA; PmbA protein
K06978	2	 K06978; uncharacterized protein
K02039	1	 phoU; phosphate transport system protein
K15020	1	 K15020; acryloyl-coenzyme A reductase [EC:1.3.1.84]
K09125	1	 K09125; uncharacterized protein
