KO	GeneNumber	Description
K00018	1	 hprA; glycerate dehydrogenase [EC:1.1.1.29]
K00128	3	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K00208	3	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00065	1	 kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
K00097	1	 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K00383	1	 GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]
K00020	2	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00010	1	 iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00311	1	 ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
K00029	2	 E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K00016	1	 LDH, ldh; L-lactate dehydrogenase [EC:1.1.1.27]
K00033	1	 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K00015	1	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00023	1	 phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]
K00019	1	 E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
K00568	1	 ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
K00228	1	 CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K00411	1	 UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]
K00537	1	 ARSC1, arsC; arsenate reductase [EC:1.20.4.1]
K00560	1	 thyA, TYMS; thymidylate synthase [EC:2.1.1.45]
K00287	1	 DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00459	1	 ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00457	1	 HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
K00002	1	 AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00341	1	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
