KO	GeneNumber	Description
K04771	1	 degP, htrA; serine protease Do [EC:3.4.21.107]
K00059	6	 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K03782	1	 katG; catalase-peroxidase [EC:1.11.1.21]
K03711	3	 fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator
K01008	1	 selD, SEPHS; selenide, water dikinase [EC:2.7.9.3]
K02016	1	 ABC.FEV.S; iron complex transport system substrate-binding protein
K02015	1	 ABC.FEV.P; iron complex transport system permease protein
K02013	1	 ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]
K19221	1	 cobA, btuR; cob(I)alamin adenosyltransferase [EC:2.5.1.17]
K02231	1	 cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]
K00768	1	 E2.4.2.21, cobU, cobT; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]
K02233	1	 E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]
K15634	6	 gpmB; probable phosphoglycerate mutase [EC:5.4.2.12]
K08744	1	 CRLS; cardiolipin synthase (CMP-forming) [EC:2.7.8.41]
K02437	1	 gcvH, GCSH; glycine cleavage system H protein
K01790	1	 rfbC, rmlC; dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]
K01710	2	 E4.2.1.46, rfbB, rffG; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]
K00067	1	 rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]
K00857	1	 tdk, TK; thymidine kinase [EC:2.7.1.21]
K01494	1	 dcd; dCTP deaminase [EC:3.5.4.13]
K00632	2	 fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]
K15977	1	 K15977; putative oxidoreductase
K07140	1	 K07140; uncharacterized protein
K03769	2	 ppiC; peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]
K09153	1	 K09153; small membrane protein
K10117	1	 msmE; raffinose/stachyose/melibiose transport system substrate-binding protein
K10119	1	 msmG; raffinose/stachyose/melibiose transport system permease protein
K01754	4	 E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]
K06969	1	 rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]
K07117	1	 K07117; uncharacterized protein
K00941	1	 thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]
K07735	1	 algH; putative transcriptional regulator
K09795	1	 K09795; uncharacterized protein
K01692	10	 paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]
K00851	1	 E2.7.1.12, gntK, idnK; gluconokinase [EC:2.7.1.12]
K01595	1	 ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]
K01695	1	 trpA; tryptophan synthase alpha chain [EC:4.2.1.20]
K01696	1	 trpB; tryptophan synthase beta chain [EC:4.2.1.20]
K01817	1	 trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24]
K01609	1	 trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]
K06980	1	 ygfZ; tRNA-modifying protein YgfZ
K01657	1	 trpE; anthranilate synthase component I [EC:4.1.3.27]
K01496	1	 hisI; phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]
K01426	2	 E3.5.1.4, amiE; amidase [EC:3.5.1.4]
K04078	2	 groES, HSPE1; chaperonin GroES
K07018	1	 K07018; uncharacterized protein
K02500	1	 hisF; cyclase [EC:4.1.3.-]
K01814	1	 hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]
K02501	1	 hisH; glutamine amidotransferase [EC:2.4.2.-]
K01693	1	 hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]
K00817	2	 hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K15520	1	 mshD; mycothiol synthase [EC:2.3.1.189]
K06941	1	 rlmN; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]
K03183	1	 ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]
K02548	1	 menA; 1,4-dihydroxy-2-naphthoate octaprenyltransferase [EC:2.5.1.74 2.5.1.-]
K01933	1	 purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
K01945	1	 purD; phosphoribosylamine---glycine ligase [EC:6.3.4.13]
K00764	1	 purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]
K01589	1	 purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
K01588	1	 purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
K00949	1	 thiN, TPK1, THI80; thiamine pyrophosphokinase [EC:2.7.6.2]
K06147	3	 ABCB-BAC; ATP-binding cassette, subfamily B, bacterial
K00208	1	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K15526	2	 mshC; L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase [EC:6.3.1.13]
K00549	1	 metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]
K15052	1	 K15052; propionyl-CoA carboxylase [EC:6.4.1.3 2.1.3.15]
K01969	1	 E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]
K01968	1	 E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]
K02510	1	 hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]
K11159	2	 K11159; carotenoid cleavage dioxygenase
