KO	GeneNumber	Description
K02686	1	 priB; primosomal replication protein N
K02990	1	 RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6
K01897	3	 ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]
K00154	2	 E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]
K02837	1	 prfC; peptide chain release factor 3
K07080	2	 K07080; uncharacterized protein
K02342	4	 dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]
K04075	1	 tilS, mesJ; tRNA(Ile)-lysidine synthase [EC:6.3.4.19]
K01962	1	 accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]
K01247	1	 alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
K01883	1	 CARS, cysS; cysteinyl-tRNA synthetase [EC:6.1.1.16]
K03768	1	 PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
K03269	1	 lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]
K00640	1	 cysE; serine O-acetyltransferase [EC:2.3.1.30]
K02533	1	 lasT; tRNA/rRNA methyltransferase [EC:2.1.1.-]
K01092	1	 E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
K03555	1	 mutS; DNA mismatch repair protein MutS
K03775	1	 slyD; FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]
K18850	1	 ycfD; 50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]
K07287	1	 bamC; outer membrane protein assembly factor BamC
K01714	1	 dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
K01867	1	 WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]
K07053	1	 E3.1.3.97; 3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]
K04083	1	 hslO; molecular chaperone Hsp33
K05589	1	 ftsB; cell division protein FtsB
K01689	1	 ENO, eno; enolase [EC:4.2.1.11]
K01627	1	 kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55]
K01937	1	 pyrG, CTPS; CTP synthase [EC:6.3.4.2]
K01029	1	 E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]
K01028	1	 E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]
K00343	1	 nuoN; NADH-quinone oxidoreductase subunit N [EC:1.6.5.3]
K00342	1	 nuoM; NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]
K00341	1	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00340	1	 nuoK; NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]
K00339	1	 nuoJ; NADH-quinone oxidoreductase subunit J [EC:1.6.5.3]
K00338	1	 nuoI; NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]
K00337	1	 nuoH; NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]
K00336	1	 nuoG; NADH-quinone oxidoreductase subunit G [EC:1.6.5.3]
K00335	1	 nuoF; NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]
K00334	1	 nuoE; NADH-quinone oxidoreductase subunit E [EC:1.6.5.3]
K00333	1	 nuoD; NADH-quinone oxidoreductase subunit D [EC:1.6.5.3]
K00332	1	 nuoC; NADH-quinone oxidoreductase subunit C [EC:1.6.5.3]
K00331	1	 nuoB; NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]
K00330	1	 nuoA; NADH-quinone oxidoreductase subunit A [EC:1.6.5.3]
K03075	1	 secG; preprotein translocase subunit SecG
K01803	1	 TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]
K00344	3	 qor, CRYZ; NADPH2:quinone reductase [EC:1.6.5.5]
K00962	1	 pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
K02956	1	 RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15
K01649	2	 leuA, IMS; 2-isopropylmalate synthase [EC:2.3.3.13]
K17103	1	 CHO1, pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
K01613	2	 psd, PISD; phosphatidylserine decarboxylase [EC:4.1.1.65]
K00053	1	 ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
K01653	1	 E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]
K01652	2	 E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
K03088	8	 rpoE; RNA polymerase sigma-70 factor, ECF subfamily
K02225	1	 cobC1, cobC; cobalamin biosynthetic protein CobC
K09786	1	 K09786; uncharacterized protein
K07180	1	 prkA; serine protein kinase
K05297	1	 rubB, alkT; rubredoxin---NAD+ reductase [EC:1.18.1.1]
K06020	1	 E3.6.3.25; sulfate-transporting ATPase [EC:3.6.3.25]
K02200	2	 ccmH; cytochrome c-type biogenesis protein CcmH
K02199	1	 ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
K02198	1	 ccmF; cytochrome c-type biogenesis protein CcmF
K02197	1	 ccmE; cytochrome c-type biogenesis protein CcmE
K02195	1	 ccmC; heme exporter protein C
