KO	GeneNumber	Description
K00558	3	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00571	5	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00320	8	 mer; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]
K00018	1	 hprA; glycerate dehydrogenase [EC:1.1.1.29]
K00030	1	 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00341	2	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00483	1	 hpaB; 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]
K00010	1	 iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
K00008	3	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K00383	1	 GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]
K00015	1	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00231	1	 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00033	1	 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K00097	1	 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
