KO	GeneNumber	Description
K00029	1	 E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00128	2	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K00311	1	 ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
K00097	1	 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00459	1	 ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]
