KO	GeneNumber	Description
K07045	3	 K07045; uncharacterized protein
K18244	1	 mmgC; acyl-CoA dehydrogenase [EC:1.3.99.-]
K00820	1	 glmS, GFPT; glucosamine---fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]
K04042	1	 glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]
K00612	1	 E2.1.3.-; carbamoyltransferase [EC:2.1.3.-]
K00847	1	 E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]
K11443	1	 divK; two-component system, cell cycle response regulator DivK
K02488	2	 pleD; two-component system, cell cycle response regulator [EC:2.7.7.65]
K02913	1	 RP-L33, MRPL33, rpmG; large subunit ribosomal protein L33
K03797	3	 E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]
K12573	1	 rnr, vacB; ribonuclease R [EC:3.1.-.-]
K03168	1	 topA; DNA topoisomerase I [EC:5.99.1.2]
K07091	1	 lptF; lipopolysaccharide export system permease protein
K01255	2	 CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]
K02339	1	 holC; DNA polymerase III subunit chi [EC:2.7.7.7]
K03046	1	 rpoC; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]
K02950	1	 RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12
K02992	1	 RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7
K02355	3	 fusA, GFM, EFG; elongation factor G
K02433	13	 gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
K06889	4	 K06889; uncharacterized protein
K19736	1	 aefR; TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness
K01733	3	 thrC; threonine synthase [EC:4.2.3.1]
K12960	1	 mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]
K01432	4	 AFMID; arylformamidase [EC:3.5.1.9]
K01714	4	 dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
K18459	1	 gpuA; guanidinopropionase [EC:3.5.3.17]
K00344	7	 qor, CRYZ; NADPH2:quinone reductase [EC:1.6.5.5]
K07090	12	 K07090; uncharacterized protein
K02044	3	 phnD; phosphonate transport system substrate-binding protein
K02041	2	 phnC; phosphonate transport system ATP-binding protein [EC:3.6.3.28]
K02042	3	 phnE; phosphonate transport system permease protein
K01126	2	 E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
K07301	1	 yrbG; cation:H+ antiporter
K07107	8	 ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]
K13796	3	 cobZ, tcuA; tricarballylate dehydrogenase
K09974	1	 K09974; uncharacterized protein
K09794	1	 K09794; uncharacterized protein
K00681	17	 ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
K00058	7	 serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
K20940	2	 phzS; 5-methylphenazine-1-carboxylate 1-monooxygenase [EC:1.14.13.218]
K02346	1	 dinB; DNA polymerase IV [EC:2.7.7.7]
K00015	3	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K01876	1	 aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]
K03119	100	 tauD; taurine dioxygenase [EC:1.14.11.17]
K07038	2	 K07038; inner membrane protein
K00605	3	 gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]
K04794	1	 PTH2; peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]
K08234	2	 yaeR; glyoxylase I family protein
K00799	19	 GST, gst; glutathione S-transferase [EC:2.5.1.18]
K01644	5	 citE; citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]
K00794	2	 ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]
K07114	2	 yfbK; Ca-activated chloride channel homolog
K07284	1	 srtA; sortase A [EC:3.4.22.70]
K01768	15	 E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
K06912	13	 tfdA; alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase [EC:1.14.11.-]
K00019	3	 E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
K03406	3	 mcp; methyl-accepting chemotaxis protein
K01740	3	 metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]
K01014	3	 SULT1A; aryl sulfotransferase [EC:2.8.2.1]
K04080	1	 ibpA; molecular chaperone IbpA
K00325	1	 pntB; NAD(P) transhydrogenase subunit beta [EC:1.6.1.2]
K00324	2	 pntA; NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]
K04751	2	 glnB; nitrogen regulatory protein P-II 1
K03320	2	 amt, AMT, MEP; ammonium transporter, Amt family
K07052	1	 K07052; uncharacterized protein
