KO	GeneNumber	Description
K00091	2	 E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K00287	1	 DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]
K00560	1	 thyA, TYMS; thymidylate synthase [EC:2.1.1.45]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00459	1	 ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]
K00021	1	 HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00383	1	 GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]
K00457	1	 HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
K00030	2	 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
K00015	1	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00208	1	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00128	2	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K00231	1	 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00228	1	 CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00020	1	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00008	2	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K00392	1	 sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
