KO	GeneNumber	Description
K00008	1	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K00558	2	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00015	1	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00392	1	 sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00571	6	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00341	1	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00020	1	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
