KO	GeneNumber	Description
K02621	1	 parC; topoisomerase IV subunit A [EC:5.99.1.-]
K00798	1	 MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]
K03521	1	 fixA, etfB; electron transfer flavoprotein beta subunit
K03522	1	 fixB, etfA; electron transfer flavoprotein alpha subunit
K00074	4	 paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
K15551	1	 tauA; taurine transport system substrate-binding protein
K10831	1	 tauB; taurine transport system ATP-binding protein [EC:3.6.3.36]
K15552	1	 tauC; taurine transport system permease protein
K03782	2	 katG; catalase-peroxidase [EC:1.11.1.21]
K04761	1	 oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
K03556	2	 malT; LuxR family transcriptional regulator, maltose regulon positive regulatory protein
K07154	9	 hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]
K00265	1	 gltB; glutamate synthase (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14]
K00266	1	 gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]
K02227	1	 cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]
K02225	1	 cobC1, cobC; cobalamin biosynthetic protein CobC
K06042	1	 cobH-cbiC; precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]
K00595	1	 cobL; precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]
K03394	1	 cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]
K13541	1	 cbiGH-cobJ; cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.131]
K05936	1	 cobM, cbiF; precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]
K21430	1	 yliI; aldose sugar dehydrogenase [EC:1.1.5.-]
K07496	8	 K07496; putative transposase
K01126	2	 E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
K17240	2	 inoK; inositol-phosphate transport system ATP-binding protein
K17239	1	 inoG; inositol-phosphate transport system permease protein
K17238	1	 inoF; inositol-phosphate transport system permease protein
K17237	1	 inoE; inositol-phosphate transport system substrate-binding protein
K03555	1	 mutS; DNA mismatch repair protein MutS
K03687	1	 GRPE; molecular chaperone GrpE
K03705	1	 hrcA; heat-inducible transcriptional repressor
K02435	1	 gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]
K02433	5	 gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
K03925	1	 mraZ; MraZ protein
K03438	1	 mraW, rsmH; 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]
K03587	1	 ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]
K01928	1	 murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]
K01929	1	 murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]
K01000	1	 mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]
K01925	1	 murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
K03588	1	 ftsW, spoVE; cell division protein FtsW
K02563	1	 murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]
K01924	1	 murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]
K00075	1	 murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]
K01921	1	 ddl; D-alanine-D-alanine ligase [EC:6.3.2.4]
K03589	1	 ftsQ; cell division protein FtsQ
K03590	1	 ftsA; cell division protein FtsA
K03531	1	 ftsZ; cell division protein FtsZ
K02535	1	 lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]
K05807	1	 bamD; outer membrane protein assembly factor BamD
K03631	1	 recN; DNA repair protein RecN (Recombination protein N)
