KO	GeneNumber	Description
K02016	3	 ABC.FEV.S; iron complex transport system substrate-binding protein
K02015	2	 ABC.FEV.P; iron complex transport system permease protein
K02013	2	 ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]
K02227	1	 cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]
K04720	1	 cobD; threonine-phosphate decarboxylase [EC:4.1.1.81]
K19221	1	 cobA, btuR; cob(I)alamin adenosyltransferase [EC:2.5.1.17]
K02232	1	 cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]
K07133	10	 K07133; uncharacterized protein
K00232	1	 E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]
K01588	1	 purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
K01589	1	 purK; 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18]
K02950	1	 RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12
K02992	1	 RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7
K02355	2	 fusA, GFM, EFG; elongation factor G
K01247	1	 alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]
K00209	1	 fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]
K06218	2	 relE, stbE; mRNA interferase RelE/StbE
K00471	1	 E1.14.11.1; gamma-butyrobetaine dioxygenase [EC:1.14.11.1]
K00605	4	 gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]
K00406	1	 ccoP; cytochrome c oxidase cbb3-type subunit III
K00114	1	 exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]
K03321	1	 TC.SULP; sulfate permease, SulP family
K03301	2	 TC.AAA; ATP:ADP antiporter, AAA family
K00252	1	 GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K00030	1	 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
K07305	1	 msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
K00059	7	 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K02039	1	 phoU; phosphate transport system protein
K02036	1	 pstB; phosphate transport system ATP-binding protein [EC:3.6.3.27]
K02038	2	 pstA; phosphate transport system permease protein
K02037	2	 pstC; phosphate transport system permease protein
K02040	2	 pstS; phosphate transport system substrate-binding protein
K07636	1	 phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
K07657	1	 phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
K01649	1	 leuA, IMS; 2-isopropylmalate synthase [EC:2.3.3.13]
K03926	1	 cutA; periplasmic divalent cation tolerance protein
K01897	2	 ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]
K07397	1	 yhfA; putative redox protein
K03305	1	 TC.POT; proton-dependent oligopeptide transporter, POT family
K01754	5	 E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]
K01470	2	 E3.5.2.10; creatinine amidohydrolase [EC:3.5.2.10]
K00573	1	 E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
K07443	3	 ybaZ; methylated-DNA-protein-cysteine methyltransferase related protein
K07116	2	 pvdQ, quiP; acyl-homoserine-lactone acylase [EC:3.5.1.97]
K07062	4	 fitB; toxin FitB [EC:3.1.-.-]
K21495	2	 fitA; antitoxin FitA
K02182	2	 caiC; carnitine-CoA ligase [EC:6.2.1.48]
K00817	4	 hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
K11085	2	 msbA; ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]
K01011	2	 TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
K03530	1	 hupB; DNA-binding protein HU-beta
K00001	1	 E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]
