KO	GeneNumber	Description
K00128	4	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00020	3	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00208	2	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00383	1	 GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00571	5	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00459	2	 ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]
K00015	1	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00568	1	 ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
K00413	1	 CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit
K00411	1	 UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]
K00228	1	 CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K00029	2	 E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K00023	1	 phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]
K00537	1	 ARSC1, arsC; arsenate reductase [EC:1.20.4.1]
K00483	2	 hpaB; 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]
K00311	1	 ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00341	1	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00097	1	 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K00457	1	 HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
K00091	1	 E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
