KO	GeneNumber	Description
K00231	1	 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00392	1	 sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00091	1	 E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00432	1	 gpx; glutathione peroxidase [EC:1.11.1.9]
K00020	1	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00033	1	 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K00341	3	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00571	2	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
