KO	GeneNumber	Description
K09152	1	 K09152; uncharacterized protein
K07041	1	 K07041; uncharacterized protein
K03433	2	 psmB, prcB; proteasome beta subunit [EC:3.4.25.1]
K06988	1	 fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]
K15634	1	 gpmB; probable phosphoglycerate mutase [EC:5.4.2.12]
K01012	1	 bioB; biotin synthase [EC:2.8.1.6]
K00639	1	 kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]
K02342	1	 dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]
K03163	1	 TOP1; DNA topoisomerase I [EC:5.99.1.2]
K01890	1	 FARSB, pheT; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
K01889	1	 FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
K01867	1	 WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]
K02201	1	 E2.7.7.3B; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]
K00621	1	 GNPNAT1, GNA1; glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4]
K04096	1	 smf; DNA processing protein
K02991	1	 RP-S6e, RPS6; small subunit ribosomal protein S6e
K03242	1	 EIF2S3; translation initiation factor 2 subunit 3
K03187	2	 ureE; urease accessory protein
K07580	1	 K07580; Zn-ribbon RNA-binding protein
K03232	1	 EEF1B; elongation factor 1-beta
K13525	3	 VCP, CDC48; transitional endoplasmic reticulum ATPase
K02301	2	 cyoE; protoheme IX farnesyltransferase [EC:2.5.1.-]
K21140	1	 mec; [CysO sulfur-carrier protein]-S-L-cysteine hydrolase [EC:3.13.1.6]
K15987	1	 hppA; K(+)-stimulated pyrophosphate-energized sodium pump [EC:3.6.1.1]
K09735	1	 K09735; uncharacterized protein
K03593	1	 mrp, NUBPL; ATP-binding protein involved in chromosome partitioning
K03049	1	 rpoE1; DNA-directed RNA polymerase subunit E' [EC:2.7.7.6]
K03050	1	 rpoE2; DNA-directed RNA polymerase subunit E" [EC:2.7.7.6]
K00767	1	 nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]
K03517	1	 nadA; quinolinate synthase [EC:2.5.1.72]
K06989	1	 nadX, ASPDH; aspartate dehydrogenase [EC:1.4.1.21]
K06072	1	 DOHH; deoxyhypusine monooxygenase [EC:1.14.99.29]
K11780	1	 cofG; FO synthase subunit 1 [EC:2.5.1.77]
K11781	1	 cofH; FO synthase subunit 2 [EC:2.5.1.77]
K03592	1	 pmbA; PmbA protein
K00571	4	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K02238	1	 comEC; competence protein ComEC
K07301	1	 yrbG; cation:H+ antiporter
K01933	1	 purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
K07739	1	 ELP3, KAT9; elongator complex protein 3 [EC:2.3.1.48]
K04566	1	 lysK; lysyl-tRNA synthetase, class I [EC:6.1.1.6]
K07006	2	 K07006; uncharacterized protein
K02217	1	 ftnA, ftn; ferritin [EC:1.16.3.2]
K06981	1	 ipk; isopentenyl phosphate kinase [EC:2.7.4.26]
K01823	1	 idi, IDI; isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]
K13787	1	 idsA; geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]
K01885	1	 EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]
K05710	2	 hcaC; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component
K09721	1	 K09721; uncharacterized protein
K03284	1	 corA; magnesium transporter
K00616	1	 E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]
K00615	2	 E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]
K15429	1	 TRM5, TRMT5; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
K06174	1	 ABCE1, Rli1; ATP-binding cassette, sub-family E, member 1
K01255	1	 CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]
K03789	1	 rimI; [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]
K07332	3	 flaI-A, flaI; archaeal flagellar protein FlaI
K11529	1	 gck, gckA, GLYCTK; glycerate 2-kinase [EC:2.7.1.165]
K14728	1	 K14728; phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase [EC:1.2.-.-]
K07005	1	 K07005; uncharacterized protein
K03702	1	 uvrB; excinuclease ABC subunit B
K03701	1	 uvrA; excinuclease ABC subunit A
K03703	1	 uvrC; excinuclease ABC subunit C
K01610	1	 E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
K14647	1	 vpr; minor extracellular serine protease Vpr [EC:3.4.21.-]
K04564	1	 SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
K04797	1	 pfdA, PFDN5; prefoldin alpha subunit
K03110	1	 ftsY; fused signal recognition particle receptor
K00611	1	 OTC, argF, argI; ornithine carbamoyltransferase [EC:2.1.3.3]
K02881	1	 RP-L18, MRPL18, rplR; large subunit ribosomal protein L18
K02988	1	 RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5
K02907	1	 RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30
K02876	1	 RP-L15, MRPL15, rplO; large subunit ribosomal protein L15
K03076	1	 secY; preprotein translocase subunit SecY
K00939	2	 adk, AK; adenylate kinase [EC:2.7.4.3]
K00945	1	 cmk; CMP/dCMP kinase [EC:2.7.4.25]
K11131	1	 DKC1, NOLA4, CBF5; H/ACA ribonucleoprotein complex subunit 4 [EC:5.4.99.-]
K15736	1	 lhgO; L-2-hydroxyglutarate oxidase [EC:1.1.3.-]
K00015	1	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00174	1	 korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]
K00175	1	 korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]
K01999	6	 livK; branched-chain amino acid transport system substrate-binding protein
K06137	1	 pqqC; pyrroloquinoline-quinone synthase [EC:1.3.3.11]
K02523	1	 ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]
K22169	1	 fpoN; F420H2 dehydrogenase subunit N [EC:1.5.98.3]
K00341	1	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00342	1	 nuoM; NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]
K00338	1	 nuoI; NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]
K00337	1	 nuoH; NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]
K00333	1	 nuoD; NADH-quinone oxidoreductase subunit D [EC:1.6.5.3]
K00332	1	 nuoC; NADH-quinone oxidoreductase subunit C [EC:1.6.5.3]
K00331	1	 nuoB; NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]
K00330	1	 nuoA; NADH-quinone oxidoreductase subunit A [EC:1.6.5.3]
K18605	1	 K18605; biotin carboxyl carrier protein
K04800	1	 rfcL; replication factor C large subunit
K06042	1	 cobH-cbiC; precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]
K04518	1	 pheA2; prephenate dehydratase [EC:4.2.1.51]
K07573	1	 CSL4, EXOSC1; exosome complex component CSL4
K07561	1	 DPH1, dph2; 2-(3-amino-3-carboxypropyl)histidine synthase [EC:2.5.1.108]
K06932	1	 tiaS; tRNA(Ile2)-agmatinylcytidine synthase [EC:6.3.4.22]
K00054	2	 mvaA; hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]
K00765	1	 hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00817	1	 hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
K01693	1	 hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]
K02501	1	 hisH; glutamine amidotransferase [EC:2.4.2.-]
K01814	1	 hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]
K02500	1	 hisF; cyclase [EC:4.1.3.-]
K02275	1	 coxB, ctaC; cytochrome c oxidase subunit II [EC:1.9.3.1]
K02274	1	 coxA, ctaD; cytochrome c oxidase subunit I [EC:1.9.3.1]
K00368	2	 nirK; nitrite reductase (NO-forming) [EC:1.7.2.1]
K02259	1	 COX15, ctaA; cytochrome c oxidase assembly protein subunit 15
K01512	1	 acyP; acylphosphatase [EC:3.6.1.7]
K02886	1	 RP-L2, MRPL2, rplB; large subunit ribosomal protein L2
K03926	1	 cutA; periplasmic divalent cation tolerance protein
K06965	1	 PELO, DOM34, pelA; protein pelota
K03709	1	 troR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
K02119	1	 ATPVC, ntpC, atpC; V/A-type H+/Na+-transporting ATPase subunit C
K03320	1	 amt, AMT, MEP; ammonium transporter, Amt family
K01011	3	 TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
K02123	1	 ATPVI, ntpI, atpI; V/A-type H+/Na+-transporting ATPase subunit I
K02121	1	 ATPVE, ntpE, atpE; V/A-type H+/Na+-transporting ATPase subunit E
K02117	1	 ATPVA, ntpA, atpA; V/A-type H+/Na+-transporting ATPase subunit A [EC:3.6.3.14 3.6.3.15]
K02118	1	 ATPVB, ntpB, atpB; V/A-type H+/Na+-transporting ATPase subunit B
K02120	1	 ATPVD, ntpD, atpD; V/A-type H+/Na+-transporting ATPase subunit D
K02124	1	 ATPVK, ntpK, atpK; V/A-type H+/Na+-transporting ATPase subunit K
K00610	1	 pyrI; aspartate carbamoyltransferase regulatory subunit
K00609	1	 pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]
K07157	1	 K07157; uncharacterized protein
K07722	1	 nikR; CopG family transcriptional regulator, nickel-responsive regulator
K09815	2	 znuA; zinc transport system substrate-binding protein
K09817	1	 znuC; zinc transport system ATP-binding protein [EC:3.6.3.-]
K09816	1	 znuB; zinc transport system permease protein
K14166	1	 ycnJ; copper transport protein
K00088	1	 IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]
K00133	1	 asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
K04720	1	 cobD; threonine-phosphate decarboxylase [EC:4.1.1.81]
K02232	1	 cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]
K02227	1	 cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]
K02233	1	 E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]
K19712	1	 cobY; adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.7.62]
K02978	1	 RP-S27e, RPS27; small subunit ribosomal protein S27e
K02929	1	 RP-L44e, RPL44; large subunit ribosomal protein L44e
K19169	1	 dndB; DNA sulfur modification protein DndB
K20276	1	 bapA; large repetitive protein
K02983	1	 RP-S30e, RPS30; small subunit ribosomal protein S30e
K04483	1	 radA; DNA repair protein RadA
K02889	1	 RP-L21e, RPL21; large subunit ribosomal protein L21e
K03051	1	 rpoF; DNA-directed RNA polymerase subunit F [EC:2.7.7.6]
K07572	1	 K07572; putative nucleotide binding protein
K02528	1	 ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]
K02493	1	 hemK, prmC, HEMK; release factor glutamine methyltransferase [EC:2.1.1.297]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K01001	1	 ALG7; UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [EC:2.7.8.15]	GlcNAc a1- PP-Dol
K04796	3	 RUXX; small nuclear ribonucleoprotein
K03041	1	 rpoA1; DNA-directed RNA polymerase subunit A' [EC:2.7.7.6]
K13798	1	 rpoB; DNA-directed RNA polymerase subunit B [EC:2.7.7.6]
K03053	1	 rpoH; DNA-directed RNA polymerase subunit H [EC:2.7.7.6]
K02122	1	 ATPVF, ntpF, atpF; V/A-type H+/Na+-transporting ATPase subunit F
