KO	GeneNumber	Description
K02055	5	 ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
K02434	1	 gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
K02433	1	 gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
K17103	1	 CHO1, pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
K01613	1	 psd, PISD; phosphatidylserine decarboxylase [EC:4.1.1.65]
K01915	2	 glnA, GLUL; glutamine synthetase [EC:6.3.1.2]
K00982	2	 glnE; [glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]
K06006	1	 cpxP; periplasmic protein CpxP
K03088	13	 rpoE; RNA polymerase sigma-70 factor, ECF subfamily
K02564	1	 nagB, GNPDA; glucosamine-6-phosphate deaminase [EC:3.5.99.6]
K00077	1	 panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]
K00548	2	 metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
K14080	1	 mtaA; [methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246]
K07172	1	 mazE, chpAI; antitoxin MazE
K07171	2	 mazF, ndoA, chpA; mRNA interferase MazF [EC:3.1.-.-]
K01714	8	 dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
K01466	1	 allB; allantoinase [EC:3.5.2.5]
K07404	3	 pgl; 6-phosphogluconolactonase [EC:3.1.1.31]
K09950	1	 K09950; uncharacterized protein
K02003	8	 ABC.CD.A; putative ABC transport system ATP-binding protein
K06996	2	 K06996; uncharacterized protein
K07136	1	 K07136; uncharacterized protein
K01494	1	 dcd; dCTP deaminase [EC:3.5.4.13]
K06041	1	 kdsD, kpsF; arabinose-5-phosphate isomerase [EC:5.3.1.13]
K00297	1	 metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
K00547	1	 mmuM, BHMT2; homocysteine S-methyltransferase [EC:2.1.1.10]
K00064	2	 E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]
K03534	2	 rhaM; L-rhamnose mutarotase [EC:5.1.3.32]
K01895	2	 ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]
K02004	28	 ABC.CD.P; putative ABC transport system permease protein
K01200	1	 pulA; pullulanase [EC:3.2.1.41]
K08976	1	 K08976; putative membrane protein
K02301	1	 cyoE; protoheme IX farnesyltransferase [EC:2.5.1.-]
K00845	2	 glk; glucokinase [EC:2.7.1.2]
K00344	1	 qor, CRYZ; NADPH2:quinone reductase [EC:1.6.5.5]
K13810	1	 tal-pgi; transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]
K00033	1	 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K01783	1	 rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]
K01273	3	 DPEP; membrane dipeptidase [EC:3.4.13.19]
K06898	1	 larB; pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]
K09121	2	 larC; pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]
K16786	2	 ecfA1; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]
K16787	2	 ecfA2; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]
K07045	6	 K07045; uncharacterized protein
K03640	2	 pal; peptidoglycan-associated lipoprotein
K03641	2	 tolB; TolB protein
K03832	2	 tonB; periplasmic protein TonB
K03560	1	 tolR; biopolymer transport protein TolR
K03562	1	 tolQ; biopolymer transport protein TolQ
K00060	1	 tdh; threonine 3-dehydrogenase [EC:1.1.1.103]
K00528	1	 fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]
K02014	7	 TC.FEV.OM; iron complex outermembrane recepter protein
