KO	GeneNumber	Description
K10036	1	 glnH; glutamine transport system substrate-binding protein
K15724	1	 erpA; iron-sulfur cluster insertion protein
K00145	1	 argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]
K08973	1	 K08973; putative membrane protein
K00941	2	 thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]
K01845	1	 hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
K04335	1	 csgB; minor curlin subunit
K06214	1	 csgG; curli production assembly/transport component CsgG
K04338	1	 csgF; curli production assembly/transport component CsgF
K04337	1	 csgE; curli production assembly/transport component CsgE
K02428	1	 rdgB; XTP/dITP diphosphohydrolase [EC:3.6.1.66]
K07115	1	 rlmJ; 23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]
K03650	1	 mnmE, trmE, MSS1; tRNA modification GTPase [EC:3.6.-.-]
K03217	1	 yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase
K03536	1	 rnpA; ribonuclease P protein component [EC:3.1.26.5]
K02914	1	 RP-L34, MRPL34, rpmH; large subunit ribosomal protein L34
K02313	1	 dnaA; chromosomal replication initiator protein
K02338	1	 dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]
K03629	3	 recF; DNA replication and repair protein RecF
K02470	3	 gyrB; DNA gyrase subunit B [EC:5.99.1.3]
K03273	1	 gmhB; D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]
K02401	1	 flhB; flagellar biosynthetic protein FlhB
K02400	1	 flhA; flagellar biosynthesis protein FlhA
K02404	1	 flhF; flagellar biosynthesis protein FlhF
K03516	1	 flhE; flagellar protein FlhE
K02405	1	 fliA; RNA polymerase sigma factor for flagellar operon FliA
K02556	2	 motA; chemotaxis protein MotA
K02557	3	 motB; chemotaxis protein MotB
K00525	3	 E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]
K03453	1	 TC.BASS; bile acid:Na+ symporter, BASS family
K16264	2	 czcD, zitB; cobalt-zinc-cadmium efflux system protein
K07238	2	 TC.ZIP, zupT, ZRT3, ZIP2; zinc transporter, ZIP family
K01534	1	 zntA; Cd2+/Zn2+-exporting ATPase [EC:3.6.3.3 3.6.3.5]
K03101	2	 lspA; signal peptidase II [EC:3.4.23.36]
K03820	3	 lnt; apolipoprotein N-acyltransferase [EC:2.3.1.269]
K16291	3	 erfK; L,D-transpeptidase ErfK/SrfK
K00681	2	 ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
K07305	1	 msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
K14540	1	 rbgA; ribosome biogenesis GTPase A
K14260	1	 alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]
K03799	1	 htpX; heat shock protein HtpX [EC:3.4.24.-]
K03473	1	 pdxB; erythronate-4-phosphate dehydrogenase [EC:1.1.1.290]
K12297	1	 rlmL, rlmK; 23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264]
K03812	1	 rmf; ribosome modulation factor
K00254	1	 DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]
K15371	1	 GDH2; glutamate dehydrogenase [EC:1.4.1.2]
K03701	1	 uvrA; excinuclease ABC subunit A
K07497	8	 K07497; putative transposase
K03707	1	 tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
K18975	1	 ebr, qacEdelta1; small multidrug resistance pump
K00375	1	 K00375; GntR family transcriptional regulator / MocR family aminotransferase
K22025	1	 denD; D-erythronate 2-dehydrogenase [EC:1.1.1.410]
K22131	1	 otnI; 2-dehydrotetronate isomerase [EC:5.3.1.35]
K22130	1	 otnC; 3-dehydro-4-phosphotetronate decarboxylase [EC:4.1.1.104]
K21948	1	 otnK; 3-dehydrotetronate 4-kinase [EC:2.7.1.217]
K08319	1	 ltnD; L-threonate 2-dehydrogenase [EC:1.1.1.411]
K06145	2	 gntR; LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor
K07093	1	 K07093; uncharacterized protein
K06213	2	 mgtE; magnesium transporter
K07090	5	 K07090; uncharacterized protein
K01176	1	 AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]
K06918	1	 K06918; uncharacterized protein
K08990	1	 ycjF; putative membrane protein
K01147	1	 rnb; exoribonuclease II [EC:3.1.13.1]
K14335	1	 pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]	Man a1-6 Man
K01902	1	 sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
K01903	1	 sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
K00382	1	 DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]
