KO	GeneNumber	Description
K00231	1	 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00033	1	 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K00091	1	 E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K00018	1	 hprA; glycerate dehydrogenase [EC:1.1.1.29]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00483	1	 hpaB; 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]
K00010	1	 iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
K00015	2	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00008	1	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00477	5	 PHYH; phytanoyl-CoA hydroxylase [EC:1.14.11.18]
K00571	3	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00065	1	 kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00392	1	 sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
