KO	GeneNumber	Description
K02519	1	 infB, MTIF2; translation initiation factor IF-2
K02834	1	 rbfA; ribosome-binding factor A
K06881	1	 nrnA; bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]
K03177	1	 truB, PUS4, TRUB1; tRNA pseudouridine55 synthase [EC:5.4.99.25]
K02956	1	 RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15
K02554	1	 mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80]
K00117	42	 gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]
K01061	4	 E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]
K02549	1	 menC; O-succinylbenzoate synthase [EC:4.2.1.113]
K01607	5	 pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
K07064	11	 K07064; uncharacterized protein
K07794	1	 tctB; putative tricarboxylic transport membrane protein
K07795	1	 tctC; putative tricarboxylic transport membrane protein
K02014	14	 TC.FEV.OM; iron complex outermembrane recepter protein
K11783	1	 mqnB; futalosine hydrolase [EC:3.2.2.26]
K11785	1	 mqnD; 1,4-dihydroxy-6-naphthoate synthase [EC:1.14.-.-]
K03307	6	 TC.SSS; solute:Na+ symporter, SSS family
K05571	1	 mnhG, mrpG; multicomponent Na+:H+ antiporter subunit G
K05570	1	 mnhF, mrpF; multicomponent Na+:H+ antiporter subunit F
K05569	1	 mnhE, mrpE; multicomponent Na+:H+ antiporter subunit E
K05568	1	 mnhD, mrpD; multicomponent Na+:H+ antiporter subunit D
K02405	1	 fliA; RNA polymerase sigma factor for flagellar operon FliA
K02372	1	 fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
K04084	1	 dsbD; thiol:disulfide interchange protein DsbD [EC:1.8.1.8]
K14260	1	 alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]
K03694	1	 clpA; ATP-dependent Clp protease ATP-binding subunit ClpA
K06891	1	 clpS; ATP-dependent Clp protease adaptor protein ClpS
K09118	1	 K09118; uncharacterized protein
K02004	7	 ABC.CD.P; putative ABC transport system permease protein
K02003	6	 ABC.CD.A; putative ABC transport system ATP-binding protein
K00528	1	 fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]
K17686	1	 copA, ATP7; Cu+-exporting ATPase [EC:3.6.3.54]
K08972	1	 K08972; putative membrane protein
K00102	1	 LDHD, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]
K02275	1	 coxB, ctaC; cytochrome c oxidase subunit II [EC:1.9.3.1]
K02277	1	 coxD, ctaF; cytochrome c oxidase subunit IV [EC:1.9.3.1]
K02274	1	 coxA, ctaD; cytochrome c oxidase subunit I [EC:1.9.3.1]
K00114	23	 exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]
K18843	2	 hicB; antitoxin HicB
K21430	4	 yliI; aldose sugar dehydrogenase [EC:1.1.5.-]
K01438	2	 argE; acetylornithine deacetylase [EC:3.5.1.16]
K01781	1	 mdlA; mandelate racemase [EC:5.1.2.2]
K07133	17	 K07133; uncharacterized protein
K21495	1	 fitA; antitoxin FitA
K07062	2	 fitB; toxin FitB [EC:3.1.-.-]
K07726	2	 K07726; putative transcriptional regulator
K03088	8	 rpoE; RNA polymerase sigma-70 factor, ECF subfamily
K09014	1	 sufB; Fe-S cluster assembly protein SufB
K09013	1	 sufC; Fe-S cluster assembly ATP-binding protein
K09015	1	 sufD; Fe-S cluster assembly protein SufD
K11717	1	 sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]
K04488	1	 iscU, nifU; nitrogen fixation protein NifU and related proteins
K00872	1	 thrB1; homoserine kinase [EC:2.7.1.39]
K12132	4	 prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
K03640	2	 pal; peptidoglycan-associated lipoprotein
K17828	1	 pyrDI; dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]
K02823	1	 pyrDII; dihydroorotate dehydrogenase electron transfer subunit
K02825	1	 pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]
K02899	1	 RP-L27, MRPL27, rpmA; large subunit ribosomal protein L27
K02888	1	 RP-L21, MRPL21, rplU; large subunit ribosomal protein L21
K04096	2	 smf; DNA processing protein
K03168	1	 topA; DNA topoisomerase I [EC:5.99.1.2]
K04094	1	 trmFO, gid; methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]
K03733	1	 xerC; integrase/recombinase XerC
K06158	1	 ABCF3; ATP-binding cassette, subfamily F, member 3
K03294	1	 TC.APA; basic amino acid/polyamine antiporter, APA family
K01419	1	 hslV, clpQ; ATP-dependent HslUV protease, peptidase subunit HslV [EC:3.4.25.2]
K03667	1	 hslU; ATP-dependent HslUV protease ATP-binding subunit HslU
K00616	1	 E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]
K01966	1	 PCCB, pccB; propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]
K07308	1	 dmsC; anaerobic dimethyl sulfoxide reductase subunit C (DMSO reductase anchor subunit)
K07307	1	 dmsB; anaerobic dimethyl sulfoxide reductase subunit B (DMSO reductase iron- sulfur subunit)
K02510	2	 hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]
K13993	1	 HSP20; HSP20 family protein
K07119	1	 K07119; uncharacterized protein
K02199	1	 ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
K11178	1	 yagS; xanthine dehydrogenase YagS FAD-binding subunit [EC:1.17.1.4]
K00127	3	 fdoI, fdsG; formate dehydrogenase subunit gamma
K00059	4	 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K03932	2	 lpqC; polyhydroxybutyrate depolymerase
K01278	1	 CD26, DPP4; dipeptidylpeptidase 4 [HSA:1803]
K01277	1	 DPP3; dipeptidyl-peptidase III [EC:3.4.14.4]
K00754	1	 bshA; L-malate glycosyltransferase [EC:2.4.1.-]
K01560	4	 E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2]
K01814	1	 hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]
K02500	1	 hisF; cyclase [EC:4.1.3.-]
K02501	1	 hisH; glutamine amidotransferase [EC:2.4.2.-]
K01693	1	 hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00765	1	 hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]
K11755	1	 hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]
K02020	1	 modA; molybdate transport system substrate-binding protein
K02018	1	 modB; molybdate transport system permease protein
K02017	1	 modC; molybdate transport system ATP-binding protein [EC:3.6.3.29]
K07048	1	 PTER, php; phosphotriesterase-related protein
K15725	2	 czcC; outer membrane protein, cobalt-zinc-cadmium efflux system
K04063	1	 osmC; osmotically inducible protein OsmC
K07093	1	 K07093; uncharacterized protein
K07277	1	 SAM50, TOB55, bamA; outer membrane protein insertion porin family
K01356	1	 lexA; repressor LexA [EC:3.4.21.88]
K14161	1	 imuB; protein ImuB
K00428	1	 E1.11.1.5; cytochrome c peroxidase [EC:1.11.1.5]
K02379	1	 fdhD; FdhD protein
K01425	1	 glsA, GLS; glutaminase [EC:3.5.1.2]
K18702	2	 uctC; CoA:oxalate CoA-transferase [EC:2.8.3.19]
K01950	1	 E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]
K00123	1	 fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]
K00124	1	 fdoH, fdsB; formate dehydrogenase iron-sulfur subunit
K02380	2	 fdhE; FdhE protein
K00626	2	 E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
K03319	2	 TC.DASS; divalent anion:Na+ symporter, DASS family
K01426	3	 E3.5.1.4, amiE; amidase [EC:3.5.1.4]
K07736	1	 carD; CarD family transcriptional regulator
K00655	2	 plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
K01897	2	 ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]
K03637	1	 moaC, CNX3; cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]
K01926	1	 rex; redox-sensing transcriptional repressor
K03100	2	 lepB; signal peptidase I [EC:3.4.21.89]
K02478	1	 K02478; two-component system, LytTR family, sensor kinase [EC:2.7.13.3]
K00570	1	 pmtA; phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]
K03924	4	 moxR; MoxR-like ATPase [EC:3.6.3.-]
K01524	1	 ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]
K09862	1	 K09862; uncharacterized protein
K01647	3	 CS, gltA; citrate synthase [EC:2.3.3.1]
K07240	1	 chrA; chromate transporter
K09763	1	 K09763; uncharacterized protein
K07000	1	 K07000; uncharacterized protein
K07147	1	 msrP; methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]
K17247	1	 msrQ; methionine sulfoxide reductase heme-binding subunit
K02315	1	 dnaC; DNA replication protein DnaC
K13640	1	 hspR; MerR family transcriptional regulator, heat shock protein HspR
K03686	2	 dnaJ; molecular chaperone DnaJ
K04043	1	 dnaK, HSPA9; molecular chaperone DnaK
K05366	1	 mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]
K02836	1	 prfB; peptide chain release factor 2
K03820	1	 lnt; apolipoprotein N-acyltransferase [EC:2.3.1.269]
K07403	1	 nfeD; membrane-bound serine protease (ClpP class)
K03752	1	 mobA; molybdenum cofactor guanylyltransferase [EC:2.7.7.77]
K01887	1	 RARS, argS; arginyl-tRNA synthetase [EC:6.1.1.19]
K00760	1	 hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]
K03525	1	 coaX; type III pantothenate kinase [EC:2.7.1.33]
K03524	1	 birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]
K00767	1	 nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]
K01873	1	 VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]
K01849	1	 E5.4.99.2B, mcmA2; methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]
K01848	2	 E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]
K19710	1	 E2.7.7.53; ATP adenylyltransferase [EC:2.7.7.53]
K05788	1	 ihfB, himD; integration host factor subunit beta
K02945	1	 RP-S1, rpsA; small subunit ribosomal protein S1
