KO	GeneNumber	Description
K10823	1	 oppF; oligopeptide transport system ATP-binding protein
K02034	2	 ABC.PE.P1; peptide/nickel transport system permease protein
K02033	2	 ABC.PE.P; peptide/nickel transport system permease protein
K02035	2	 ABC.PE.S; peptide/nickel transport system substrate-binding protein
K03644	1	 lipA; lipoyl synthase [EC:2.8.1.8]
K07133	9	 K07133; uncharacterized protein
K00363	2	 nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]
K03593	2	 mrp, NUBPL; ATP-binding protein involved in chromosome partitioning
K13292	1	 lgt, umpA; phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]
K16898	1	addA; ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]
K16899	1	addB; ATP-dependent helicase/nuclease subunit B [EC:3.1.-.- 3.6.4.12]
K07777	1	 degS; two-component system, NarL family, sensor histidine kinase DegS [EC:2.7.13.3]
K07738	1	 nrdR; transcriptional repressor NrdR
K00600	1	 glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]
K02939	1	 RP-L9, MRPL9, rplI; large subunit ribosomal protein L9
K06207	1	 typA, bipA; GTP-binding protein
K05592	1	 deaD, cshA; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]
K00172	2	 porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]
K00170	2	 porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]
K00169	2	 porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]
K01251	1	 E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]
K00789	1	 metK; S-adenosylmethionine synthetase [EC:2.5.1.6]
K00571	3	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K07458	2	 vsr; DNA mismatch endonuclease, patch repair protein [EC:3.1.-.-]
K00558	2	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K03977	2	 engA, der; GTPase
K09803	4	 K09803; uncharacterized protein
K00297	1	 metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
K01886	1	 QARS, glnS; glutaminyl-tRNA synthetase [EC:6.1.1.18]
K16137	2	 nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
K01885	1	 EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]
K06158	1	 ABCF3; ATP-binding cassette, subfamily F, member 3
K07478	1	 ycaJ; putative ATPase
K01495	1	 GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]
K01737	2	 queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]
K04755	2	 fdx; ferredoxin, 2Fe-2S
K00335	2	 nuoF; NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]
K01588	1	 purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K21498	7	 higA-1; antitoxin HigA-1
K07334	4	 higB-1; toxin HigB-1
K16785	1	 ecfT; energy-coupling factor transport system permease protein
K16786	1	 ecfA1; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]
K16787	1	 ecfA2; energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]
K14393	1	 actP; cation/acetate symporter
K05847	1	 opuA; osmoprotectant transport system ATP-binding protein
K05845	1	 opuC; osmoprotectant transport system substrate-binding protein
K05846	1	 opuBD; osmoprotectant transport system permease protein
K18911	1	 egtD; L-histidine Nalpha-methyltransferase [EC:2.1.1.44]
K08714	1	 VGSC; voltage-gated sodium channel
K13990	1	 FTCD; glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]
K00343	2	 nuoN; NADH-quinone oxidoreductase subunit N [EC:1.6.5.3]
K00342	4	 nuoM; NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]
K00341	3	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00340	2	 nuoK; NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]
K00339	2	 nuoJ; NADH-quinone oxidoreductase subunit J [EC:1.6.5.3]
K00338	2	 nuoI; NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]
K00333	1	 nuoD; NADH-quinone oxidoreductase subunit D [EC:1.6.5.3]
K00332	1	 nuoC; NADH-quinone oxidoreductase subunit C [EC:1.6.5.3]
K00331	2	 nuoB; NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]
K00330	2	 nuoA; NADH-quinone oxidoreductase subunit A [EC:1.6.5.3]
K04066	1	 priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]
K04771	5	 degP, htrA; serine protease Do [EC:3.4.21.107]
K03717	1	 nhaR; LysR family transcriptional regulator, transcriptional activator of nhaA
K09822	1	 K09822; uncharacterized protein
K07714	1	 atoC; two-component system, NtrC family, response regulator AtoC
K02040	2	 pstS; phosphate transport system substrate-binding protein
K02037	1	 pstC; phosphate transport system permease protein
K02038	1	 pstA; phosphate transport system permease protein
K02036	1	 pstB; phosphate transport system ATP-binding protein [EC:3.6.3.27]
K02039	1	 phoU; phosphate transport system protein
K00937	1	 ppk; polyphosphate kinase [EC:2.7.4.1]
K00241	1	 sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit
K00240	1	 sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
K00239	2	 sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
K03655	4	 recG; ATP-dependent DNA helicase RecG [EC:3.6.4.12]
K02902	3	 RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28
K07305	2	 msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
K01091	1	 gph; phosphoglycolate phosphatase [EC:3.1.3.18]
K03634	1	 lolA; outer membrane lipoprotein carrier protein
K03466	1	 ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family
K02528	1	 ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]
K00604	1	 MTFMT, fmt; methionyl-tRNA formyltransferase [EC:2.1.2.9]
K03550	1	 ruvA; holliday junction DNA helicase RuvA [EC:3.6.4.12]
K03980	1	 murJ, mviN; putative peptidoglycan lipid II flippase
K07560	1	 dtd, DTD; D-aminoacyl-tRNA deacylase [EC:3.1.1.96]
K06991	1	 K06991; uncharacterized protein
K03564	1	 BCP, PRXQ, DOT5; peroxiredoxin Q/BCP [EC:1.11.1.15]
K00059	3	 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K03801	1	 lipB; lipoyl(octanoyl) transferase [EC:2.3.1.181]
K06941	1	 rlmN; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]
K06864	1	 larE; pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase [EC:4.4.1.37]
K02109	1	 ATPF0B, atpF; F-type H+-transporting ATPase subunit b
K02110	1	 ATPF0C, atpE; F-type H+-transporting ATPase subunit c
K02108	1	 ATPF0A, atpB; F-type H+-transporting ATPase subunit a
K02116	1	 atpI; ATP synthase protein I
K01665	1	 pabB; para-aminobenzoate synthetase component I [EC:2.6.1.85]
K06041	1	 kdsD, kpsF; arabinose-5-phosphate isomerase [EC:5.3.1.13]
K07391	1	 comM; magnesium chelatase family protein
K01620	1	 ltaE; threonine aldolase [EC:4.1.2.48]
K07566	1	 tsaC, rimN, SUA5; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]
K01945	1	 purD; phosphoribosylamine---glycine ligase [EC:6.3.4.13]
K00602	1	 purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
K08738	1	 CYC; cytochrome c
K17225	1	 soxC; sulfane dehydrogenase subunit SoxC
K00974	1	 cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]
K05939	1	 aas; acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20]
K03307	1	 TC.SSS; solute:Na+ symporter, SSS family
K03657	2	 uvrD, pcrA; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]
K06990	1	 MEMO1; MEMO1 family protein
K03535	1	 gudP; MFS transporter, ACS family, glucarate transporter
K03386	1	 PRDX2_4, ahpC; peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]
K05896	1	 scpA; segregation and condensation protein A
K06024	1	 scpB; segregation and condensation protein B
K01962	1	 accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]
K02337	1	 dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]
K07316	6	 mod; adenine-specific DNA-methyltransferase [EC:2.1.1.72]
K18831	1	 higA; HTH-type transcriptional regulator / antitoxin HigA
K19166	1	 higB; mRNA interferase HigB [EC:3.1.-.-]
K00858	1	 ppnK, NADK; NAD+ kinase [EC:2.7.1.23]
K03696	1	 clpC; ATP-dependent Clp protease ATP-binding subunit ClpC
K01409	1	 KAE1, tsaD, QRI7; N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
K03665	1	 hflX; GTPase
K10773	2	 NTH; endonuclease III [EC:4.2.99.18]
K00942	1	 E2.7.4.8, gmk; guanylate kinase [EC:2.7.4.8]
K03060	1	 rpoZ; DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]
K13038	1	 coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]
K12989	2	 lpcC; mannosyltransferase [EC:2.4.1.-]
K00762	1	 pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10]
K03101	1	 lspA; signal peptidase II [EC:3.4.23.36]
K01870	1	 IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]
K03517	1	 nadA; quinolinate synthase [EC:2.5.1.72]
K03147	1	 thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17]
K03146	1	 THI4, THI1; cysteine-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.60]
K07075	2	 K07075; uncharacterized protein
K01156	4	 res; type III restriction enzyme [EC:3.1.21.5]
K01845	1	 hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
K03437	1	 spoU; RNA methyltransferase, TrmH family
K01933	1	 purM; phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]
K01525	1	 apaH; bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]
K07107	1	 ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]
K09952	1	 csn1, cas9; CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]
K15342	1	 cas1; CRISP-associated protein Cas1
K09951	1	 cas2; CRISPR-associated protein Cas2
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K06898	1	 larB; pyridinium-3,5-biscarboxylic acid mononucleotide synthase [EC:2.5.1.143]
K09121	1	 larC; pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]
K22024	1	 pdxA2; 4-phospho-D-threonate 3-dehydrogenase / 4-phospho-D-erythronate 3-dehydrogenase [EC:1.1.1.408 1.1.1.409]
K03500	1	 rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]
K01783	1	 rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]
K01889	1	 FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
K01890	1	 FARSB, pheT; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
K02887	1	 RP-L20, MRPL20, rplT; large subunit ribosomal protein L20
K02916	1	 RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35
K02520	1	 infC, MTIF3; translation initiation factor IF-3
K01868	1	 TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]
K09161	1	 K09161; uncharacterized protein
K07712	1	 glnG, ntrC; two-component system, NtrC family, nitrogen regulation response regulator GlnG
K14445	1	 SLC13A2_3_5; solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5
K03723	1	 mfd; transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]
K03771	1	 surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]
K03978	1	 engB; GTP-binding protein
K03664	1	 smpB; SsrA-binding protein
K07746	2	 parD1_3_4; antitoxin ParD1/3/4
K02469	2	 gyrA; DNA gyrase subunit A [EC:5.99.1.3]
K02470	1	 gyrB; DNA gyrase subunit B [EC:5.99.1.3]
K02338	1	 dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]
K02313	1	 dnaA; chromosomal replication initiator protein
K01892	1	 HARS, hisS; histidyl-tRNA synthetase [EC:6.1.1.21]
K02914	1	 RP-L34, MRPL34, rpmH; large subunit ribosomal protein L34
K01777	1	 prdF; proline racemase [EC:5.1.1.4]
K07394	1	 K07394; SM-20-related protein
K00281	1	 GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]
K03530	1	 hupB; DNA-binding protein HU-beta
K01057	1	 PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]
K00616	1	 E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]
K21929	3	 udg; uracil-DNA glycosylase [EC:3.2.2.27]
K11529	1	 gck, gckA, GLYCTK; glycerate 2-kinase [EC:2.7.1.165]
K00567	1	 ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]
K18912	1	 egtB; gamma-glutamyl hercynylcysteine S-oxide synthase [EC:1.14.99.50]
K01918	1	 panC; pantoate--beta-alanine ligase [EC:6.3.2.1]
K00950	1	 folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]
K10206	1	 E2.6.1.83; LL-diaminopimelate aminotransferase [EC:2.6.1.83]
K00570	1	 pmtA; phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]
K11085	2	 msbA; ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]
K00278	1	 nadB; L-aspartate oxidase [EC:1.4.3.16]
K11741	1	 sugE; quaternary ammonium compound-resistance protein SugE
K00955	2	 cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]
K00957	1	 cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
K00766	2	 trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]
K00390	1	 cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K00392	1	 sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
K09931	1	 K09931; uncharacterized protein
K01494	1	 dcd; dCTP deaminase [EC:3.5.4.13]
K01843	1	 kamA; lysine 2,3-aminomutase [EC:5.4.3.2]
K04748	1	 norQ; nitric oxide reductase NorQ protein
K03183	1	 ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]
K07062	4	 fitB; toxin FitB [EC:3.1.-.-]
K07390	1	 grxD, GLRX5; monothiol glutaredoxin
K06999	1	 K06999; phospholipase/carboxylesterase
K16267	2	 zipB; zinc and cadmium transporter
K09001	1	 anmK; anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]
K01142	2	 E3.1.11.2, xthA; exodeoxyribonuclease III [EC:3.1.11.2]
K02626	1	 pdaD; arginine decarboxylase [EC:4.1.1.19]
K00809	1	 DHPS, dys; deoxyhypusine synthase [EC:2.5.1.46]
K18918	1	 relB; RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB
K06218	2	 relE, stbE; mRNA interferase RelE/StbE
K01807	1	 rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]
K00845	1	 glk; glucokinase [EC:2.7.1.2]
K00891	1	 E2.7.1.71, aroK, aroL; shikimate kinase [EC:2.7.1.71]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K06076	1	 fadL; long-chain fatty acid transport protein
K03703	1	 uvrC; excinuclease ABC subunit C
K08972	1	 K08972; putative membrane protein
K00091	1	 E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K13789	1	 GGPS; geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]
K03701	1	 uvrA; excinuclease ABC subunit A
K03551	1	 ruvB; holliday junction DNA helicase RuvB [EC:3.6.4.12]
K00681	1	 ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
K07126	2	 K07126; uncharacterized protein
K00639	1	 kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]
K01652	1	 E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
K01653	1	 E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]
K00053	1	 ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
K01613	1	 psd, PISD; phosphatidylserine decarboxylase [EC:4.1.1.65]
