KO	GeneNumber	Description
K01990	4	 ABC-2.A; ABC-2 type transport system ATP-binding protein
K07068	8	 K07068; uncharacterized protein
K00626	2	 E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
K07095	2	 K07095; uncharacterized protein
K07047	3	 nfdA; N-substituted formamide deformylase [EC:3.5.1.91]
K02231	1	 cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]
K02226	1	 cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]
K02233	1	 E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]
K00768	1	 E2.4.2.21, cobU, cobT; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]
K19221	1	 cobA, btuR; cob(I)alamin adenosyltransferase [EC:2.5.1.17]
K02013	2	 ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]
K02015	2	 ABC.FEV.P; iron complex transport system permease protein
K16014	1	 cydCD; ATP-binding cassette, subfamily C, bacterial CydCD
K12567	6	 TTN; titin [EC:2.7.11.1]
K00943	3	 tmk, DTYMK; dTMP kinase [EC:2.7.4.9]
K00788	2	 thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]
K03707	1	 tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2]
K03149	1	 thiG; thiazole synthase [EC:2.8.1.10]
K03154	1	 thiS; sulfur carrier protein
K03153	2	 thiO; glycine oxidase [EC:1.4.3.19]
K00941	1	 thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]
K09458	4	 fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
K01975	1	thpR; RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]
K00615	2	 E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]
K07025	4	 K07025; putative hydrolase of the HAD superfamily
K00147	1	 proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]
K03924	3	 moxR; MoxR-like ATPase [EC:3.6.3.-]
K07114	3	 yfbK; Ca-activated chloride channel homolog
K09761	1	 rsmE; 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]
K02687	1	 prmA; ribosomal protein L11 methyltransferase [EC:2.1.1.-]
K03686	2	 dnaJ; molecular chaperone DnaJ
K07075	3	 K07075; uncharacterized protein
K04043	1	 dnaK, HSPA9; molecular chaperone DnaK
K03687	1	 GRPE; molecular chaperone GrpE
K03705	1	 hrcA; heat-inducible transcriptional repressor
K05551	1	 actI1, oxyA, tcmK, snoa1, aknB, mtmP; minimal PKS ketosynthase (KS/KS alpha) [EC:2.3.1.- 2.3.1.260 2.3.1.235]
K06978	3	 K06978; uncharacterized protein
K02034	19	 ABC.PE.P1; peptide/nickel transport system permease protein
K02033	21	 ABC.PE.P; peptide/nickel transport system permease protein
K02035	29	 ABC.PE.S; peptide/nickel transport system substrate-binding protein
K07048	3	 PTER, php; phosphotriesterase-related protein
K03628	1	 rho; transcription termination factor Rho
K00616	1	 E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]
K01937	1	 pyrG, CTPS; CTP synthase [EC:6.3.4.2]
K01644	1	 citE; citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]
K06223	1	 dam; DNA adenine methylase [EC:2.1.1.72]
K09145	1	 K09145; uncharacterized protein
K01939	1	 purA, ADSS; adenylosuccinate synthase [EC:6.3.4.4]
K01512	1	 acyP; acylphosphatase [EC:3.6.1.7]
K13829	1	 aroKB; shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]
K01736	1	 aroC; chorismate synthase [EC:4.2.3.5]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K07082	1	 K07082; UPF0755 protein
K07447	1	 ruvX; putative holliday junction resolvase [EC:3.1.-.-]
K01872	1	 AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]
K04042	1	 glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]
K04096	1	 smf; DNA processing protein
K03168	1	 topA; DNA topoisomerase I [EC:5.99.1.2]
K03733	1	 xerC; integrase/recombinase XerC
K03786	1	 aroQ, qutE; 3-dehydroquinate dehydratase II [EC:4.2.1.10]
K02356	1	 efp; elongation factor P
K03601	1	 xseA; exodeoxyribonuclease VII large subunit [EC:3.1.11.6]
K03602	1	 xseB; exodeoxyribonuclease VII small subunit [EC:3.1.11.6]
K07004	1	 K07004; uncharacterized protein
K06178	1	 rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]
K00945	1	 cmk; CMP/dCMP kinase [EC:2.7.4.25]
K00655	1	 plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
K03527	1	 ispH, lytB; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]
K00820	2	 glmS, GFPT; glucosamine---fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]
K00859	2	 coaE; dephospho-CoA kinase [EC:2.7.1.24]
K01687	1	 ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]
K02433	3	 gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
K08299	2	 caiD; crotonobetainyl-CoA hydratase [EC:4.2.1.149]
K07334	4	 higB-1; toxin HigB-1
K21498	10	 higA-1; antitoxin HigA-1
K04079	1	 HSP90A, htpG; molecular chaperone HtpG
K07062	2	 fitB; toxin FitB [EC:3.1.-.-]
K00762	2	 pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10]
K00015	1	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K01895	2	 ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]
K01905	1	 acdA; acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13]
K01056	1	 PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
K03723	1	 mfd; transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]
K07301	1	 yrbG; cation:H+ antiporter
K03636	6	 moaD, cysO; sulfur-carrier protein
K01338	1	 lon; ATP-dependent Lon protease [EC:3.4.21.53]
K00765	1	 hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]
K00336	1	 nuoG; NADH-quinone oxidoreductase subunit G [EC:1.6.5.3]
K00338	2	 nuoI; NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]
K00331	2	 nuoB; NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]
K00598	1	 tam; trans-aconitate 2-methyltransferase [EC:2.1.1.144]
K04487	1	 iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]
K00297	1	 metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
K03281	1	 TC.CIC; chloride channel protein, CIC family
K06199	1	 crcB, FEX; fluoride exporter
K01520	1	 dut, DUT; dUTP pyrophosphatase [EC:3.6.1.23]
K02316	4	 dnaG; DNA primase [EC:2.7.7.-]
K10873	3	 RAD52; DNA repair and recombination protein RAD52
K03111	8	 ssb; single-strand DNA-binding protein
K03630	4	 radC; DNA repair protein RadC
K06213	1	 mgtE; magnesium transporter
K01715	5	 crt; enoyl-CoA hydratase [EC:4.2.1.17]
K03929	7	 pnbA; para-nitrobenzyl esterase [EC:3.1.1.-]
K10773	1	 NTH; endonuclease III [EC:4.2.99.18]
K00091	1	 E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K15866	7	 paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]
K07141	1	 mocA; molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]
K04488	2	 iscU, nifU; nitrogen fixation protein NifU and related proteins
K03564	2	 BCP, PRXQ, DOT5; peroxiredoxin Q/BCP [EC:1.11.1.15]
K00266	1	 gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]
K00205	1	 fwdF, fmdF; 4Fe-4S ferredoxin
K15598	1	 thiY; putative hydroxymethylpyrimidine transport system substrate-binding protein
K02050	1	 ABC.SN.P; NitT/TauT family transport system permease protein
K02049	1	 ABC.SN.A; NitT/TauT family transport system ATP-binding protein
K06988	1	 fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]
K12234	1	 cofE, fbiB; coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34]
K16345	2	 xanP; xanthine permease XanP
K02291	1	 crtB; 15-cis-phytoene synthase [EC:2.5.1.32]
K09165	1	 K09165; uncharacterized protein
K06045	1	 shc; squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129]
K13787	1	 idsA; geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]
K00798	1	 MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]
K03696	2	 clpC; ATP-dependent Clp protease ATP-binding subunit ClpC
K13640	1	 hspR; MerR family transcriptional regulator, heat shock protein HspR
K05516	1	 cbpA; curved DNA-binding protein
K13993	1	 HSP20; HSP20 family protein
K03789	1	 rimI; [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]
K06147	2	 ABCB-BAC; ATP-binding cassette, subfamily B, bacterial
K03551	1	 ruvB; holliday junction DNA helicase RuvB [EC:3.6.4.12]
K01448	1	 amiABC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]
K04750	2	 phnB; PhnB protein
