KO	GeneNumber	Description
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00027	1	 ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00030	1	 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00571	5	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00023	1	 phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]
K00341	2	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00320	1	 mer; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]
K00020	1	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00091	1	 E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00008	1	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K00392	1	 sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00018	1	 hprA; glycerate dehydrogenase [EC:1.1.1.29]
K00015	1	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
