KO	GeneNumber	Description
K00558	3	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00320	2	 mer; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]
K00208	1	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00571	2	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00020	1	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00015	1	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00065	1	 kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
K00341	2	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00019	1	 E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
