KO	GeneNumber	Description
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00128	3	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K00029	1	 E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00558	7	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00097	1	 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K00015	1	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00571	2	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00030	1	 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
K00341	1	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00459	1	 ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]
