KO	GeneNumber	Description
K01686	4	 uxuA; mannonate dehydratase [EC:4.2.1.8]
K00573	2	 E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
K03638	1	 moaB; molybdopterin adenylyltransferase [EC:2.7.7.75]
K00974	1	 cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]
K05896	1	 scpA; segregation and condensation protein A
K06024	1	 scpB; segregation and condensation protein B
K01733	4	 thrC; threonine synthase [EC:4.2.3.1]
K01805	2	 xylA; xylose isomerase [EC:5.3.1.5]
K06200	1	 cstA; carbon starvation protein
K03702	1	 uvrB; excinuclease ABC subunit B
K05365	1	 mrcB; penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]
K01356	1	 lexA; repressor LexA [EC:3.4.21.88]
K07025	7	 K07025; putative hydrolase of the HAD superfamily
K02843	5	 waaF, rfaF; heptosyltransferase II [EC:2.4.-.-]
K21147	1	 moeZR, moeBR; sulfur-carrier protein adenylyltransferase/sulfurtransferase [EC:2.7.7.80 2.7.7.- 2.8.1.11 2.8.1.-]
K00860	1	 cysC; adenylylsulfate kinase [EC:2.7.1.25]
K14259	1	 kdxD; 2-dehydro-3-deoxy-D-arabinonate dehydratase [EC:4.2.1.141]
K03088	69	 rpoE; RNA polymerase sigma-70 factor, ECF subfamily
K00763	1	 pncB, NAPRT1; nicotinate phosphoribosyltransferase [EC:6.3.4.21]
K07316	6	 mod; adenine-specific DNA-methyltransferase [EC:2.1.1.72]
K01961	1	 accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
K02160	1	 accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein
K02356	1	 efp; elongation factor P
K02428	1	 rdgB; XTP/dITP diphosphohydrolase [EC:3.6.1.66]
K00989	1	 rph; ribonuclease PH [EC:2.7.7.56]
K07315	5	 rsbU_P; phosphoserine phosphatase RsbU/P [EC:3.1.3.3]
K04757	3	 rsbW; serine/threonine-protein kinase RsbW [EC:2.7.11.1]
K02573	1	 napG; ferredoxin-type protein NapG
K01952	3	 purL, PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
K03657	3	 uvrD, pcrA; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]
K01053	5	 E3.1.1.17, gnl, RGN; gluconolactonase [EC:3.1.1.17]
K01426	1	 E3.5.1.4, amiE; amidase [EC:3.5.1.4]
K01133	7	 betC; choline-sulfatase [EC:3.1.6.6]
K02503	2	 HINT1, hinT, hit; histidine triad (HIT) family protein
K12661	3	 LRA3, yfaW; L-rhamnonate dehydratase [EC:4.2.1.90]
K01448	2	 amiABC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]
K01875	1	 SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]
K01012	1	 bioB; biotin synthase [EC:2.8.1.6]
K02823	1	 pyrDII; dihydroorotate dehydrogenase electron transfer subunit
K03924	7	 moxR; MoxR-like ATPase [EC:3.6.3.-]
K00931	1	 proB; glutamate 5-kinase [EC:2.7.2.11]
K03979	1	 obgE, cgtA; GTPase [EC:3.6.5.-]
K07213	2	 ATOX1, ATX1, copZ, golB; copper chaperone
K01151	1	 nfo; deoxyribonuclease IV [EC:3.1.21.2]
K00008	7	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K06045	2	 shc; squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129]
K02453	1	 gspD; general secretion pathway protein D
K02662	1	 pilM; type IV pilus assembly protein PilM
K02237	2	 comEA; competence protein ComEA
K02458	1	 gspI; general secretion pathway protein I
K02456	3	 gspG; general secretion pathway protein G
K01823	1	 idi, IDI; isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]
K10027	1	 crtI; phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]
K02291	1	 crtB; 15-cis-phytoene synthase [EC:2.5.1.32]
K14597	1	 cruC; chlorobactene glucosyltransferase
K09836	1	 crtW; beta-carotene ketolase (CrtW type)
K01750	1	 E4.3.1.12, ocd; ornithine cyclodeaminase [EC:4.3.1.12]
K21624	1	 c3lhypd; cis-L-3-hydroxyproline dehydratase [EC:4.2.1.171]
K02003	5	 ABC.CD.A; putative ABC transport system ATP-binding protein
K01042	3	 selA; L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]
K00963	1	 UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]
K01990	12	 ABC-2.A; ABC-2 type transport system ATP-binding protein
K01992	40	 ABC-2.P; ABC-2 type transport system permease protein
K04565	2	 SOD1; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]
K00059	11	 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K00571	9	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K01999	13	 livK; branched-chain amino acid transport system substrate-binding protein
K00876	2	 udk, UCK; uridine kinase [EC:2.7.1.48]
K07560	1	 dtd, DTD; D-aminoacyl-tRNA deacylase [EC:3.1.1.96]
K00975	1	 glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
K01693	1	 hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]
K01007	1	 pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]
K07095	1	 K07095; uncharacterized protein
K02010	2	 afuC, fbpC; iron(III) transport system ATP-binding protein [EC:3.6.3.30]
K16898	1	addA; ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]
K12132	7	 prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
K01684	17	 dgoD; galactonate dehydratase [EC:4.2.1.6]
K00821	1	 argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]
K00919	1	 ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]
K02897	1	 RP-L25, rplY; large subunit ribosomal protein L25
K01056	1	 PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
K01082	1	 cysQ, MET22, BPNT1; 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]
K01185	1	 E3.2.1.17; lysozyme [EC:3.2.1.17]
K01652	6	 E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
K01785	1	 galM, GALM; aldose 1-epimerase [EC:5.1.3.3]
K09992	4	 K09992; uncharacterized protein
K03593	2	 mrp, NUBPL; ATP-binding protein involved in chromosome partitioning
K07319	1	 yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72]
K07152	1	 SCO1_2; protein SCO1/2
K02276	1	 coxC, ctaE; cytochrome c oxidase subunit III [EC:1.9.3.1]
K02299	1	 cyoC; cytochrome o ubiquinol oxidase subunit III
K02301	1	 cyoE; protoheme IX farnesyltransferase [EC:2.5.1.-]
K02259	1	 COX15, ctaA; cytochrome c oxidase assembly protein subunit 15
K02274	1	 coxA, ctaD; cytochrome c oxidase subunit I [EC:1.9.3.1]
K02275	1	 coxB, ctaC; cytochrome c oxidase subunit II [EC:1.9.3.1]
K00826	2	 E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]
K02500	1	 hisF; cyclase [EC:4.1.3.-]
K03980	3	 murJ, mviN; putative peptidoglycan lipid II flippase
K00941	1	 thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]
K00788	2	 thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]
K03500	1	 rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]
K02968	1	 RP-S20, rpsT; small subunit ribosomal protein S20
K06147	11	 ABCB-BAC; ATP-binding cassette, subfamily B, bacterial
K02004	17	 ABC.CD.P; putative ABC transport system permease protein
K04749	12	 rsbV; anti-sigma B factor antagonist
K00052	1	 leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
K06942	1	 ychF; ribosome-binding ATPase
K00655	1	 plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
K00945	1	 cmk; CMP/dCMP kinase [EC:2.7.4.25]
K04517	1	 tyrA2; prephenate dehydrogenase [EC:1.3.1.12]
K00528	1	 fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]
K01591	1	 pyrF; orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]
K01755	1	 argH, ASL; argininosuccinate lyase [EC:4.3.2.1]
K07171	3	 mazF, ndoA, chpA; mRNA interferase MazF [EC:3.1.-.-]
K03086	3	 rpoD; RNA polymerase primary sigma factor
K01638	1	 aceB, glcB; malate synthase [EC:2.3.3.9]
K03147	1	 thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17]
K04087	1	 hflC; membrane protease subunit HflC [EC:3.4.-.-]
K04088	1	 hflK; membrane protease subunit HflK [EC:3.4.-.-]
K01153	3	 hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]
K01154	6	 hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]
K00566	1	 mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]
K00791	1	 miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]
K03654	2	 recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]
K10674	2	 ectD; ectoine hydroxylase [EC:1.14.11.55]
K02355	3	 fusA, GFM, EFG; elongation factor G
K05367	1	 pbpC; penicillin-binding protein 1C [EC:2.4.1.129]
K06894	1	 K06894; uncharacterized protein
K11752	1	 ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]
K00793	1	 ribE, RIB5; riboflavin synthase [EC:2.5.1.9]
K14652	1	 ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]
K00794	1	 ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]
K02501	1	 hisH; glutamine amidotransferase [EC:2.4.2.-]
K07708	1	 glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]
K07712	3	 glnG, ntrC; two-component system, NtrC family, nitrogen regulation response regulator GlnG
K04028	2	 eutN; ethanolamine utilization protein EutN
K00940	1	 ndk, NME; nucleoside-diphosphate kinase [EC:2.7.4.6]
K04066	1	 priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]
K21929	2	 udg; uracil-DNA glycosylase [EC:3.2.2.27]
K11749	1	 rseP; regulator of sigma E protease [EC:3.4.24.-]
K00099	1	 dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]
K00981	1	 E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]
K02838	1	 frr, MRRF, RRF; ribosome recycling factor
K02357	1	 tsf, TSFM; elongation factor Ts
K04771	4	 degP, htrA; serine protease Do [EC:3.4.21.107]
K03709	1	 troR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
K11707	2	 troA, mntA, znuA; manganese/zinc/iron transport system substrate-binding protein
K11710	1	 troB, mntB, znuC; manganese/zinc/iron transport system ATP- binding protein
K11708	1	 troC, mntC, znuB; manganese/zinc/iron transport system permease protein
K11709	1	 troD, mntD, znuB; manganese/zinc/iron transport system permease protein
K06888	2	 K06888; uncharacterized protein
K16203	2	 dppA1; D-amino peptidase [EC:3.4.11.-]
K01759	2	 GLO1, gloA; lactoylglutathione lyase [EC:4.4.1.5]
K03752	1	 mobA; molybdenum cofactor guanylyltransferase [EC:2.7.7.77]
K19341	6	 nosY; Cu-processing system permease protein
K01727	1	 hysA, hylA, hylB; hyaluronate lyase [EC:4.2.2.1]
K02014	7	 TC.FEV.OM; iron complex outermembrane recepter protein
K03750	1	 moeA; molybdopterin molybdotransferase [EC:2.10.1.1]
K01011	2	 TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
K12287	4	 mshQ; MSHA biogenesis protein MshQ
K01963	2	 accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
K03168	1	 topA; DNA topoisomerase I [EC:5.99.1.2]
K09812	1	 ftsE; cell division transport system ATP-binding protein
K09811	1	 ftsX; cell division transport system permease protein
K02347	3	 polX, dpx; DNA polymerase (family X)
K13015	1	 wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]
K03273	1	 gmhB; D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]
K01991	2	 ABC-2.OM, wza; polysaccharide biosynthesis/export protein
K16554	1	 exoP, vpsO; polysaccharide biosynthesis transport protein
K02057	4	 ABC.SS.P; simple sugar transport system permease protein
K00111	1	 glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
K07114	5	 yfbK; Ca-activated chloride channel homolog
K01998	1	 livM; branched-chain amino acid transport system permease protein
K01997	1	 livH; branched-chain amino acid transport system permease protein
K19302	2	 bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27]
K00979	1	 kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]
K01937	1	 pyrG, CTPS; CTP synthase [EC:6.3.4.2]
K07020	1	 K07020; uncharacterized protein
K21195	2	 phnY; 2-aminoethylphosphonate dioxygenase [EC:1.14.11.46]
K00477	3	 PHYH; phytanoyl-CoA hydroxylase [EC:1.14.11.18]
K07046	2	 K07046; L-fuconolactonase [EC:3.1.1.-]
K02056	2	 ABC.SS.A; simple sugar transport system ATP-binding protein [EC:3.6.3.17]
K07335	4	 bmpA, bmpB, tmpC; basic membrane protein A and related proteins
K03182	1	 ubiD; 4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]
K00384	2	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]
K02335	1	 polA; DNA polymerase I [EC:2.7.7.7]
K01867	1	 WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]
K22205	1	 K22205; S-adenosyl-L-methionine hydrolase (adenosine-forming) [EC:3.13.1.8]
K18285	1	 mqnE; aminodeoxyfutalosine synthase [EC:2.5.1.120]
K11782	1	 mqnA; chorismate dehydratase [EC:4.2.1.151]
K03711	1	 fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator
K04488	2	 iscU, nifU; nitrogen fixation protein NifU and related proteins
K13628	1	 iscA; iron-sulfur cluster assembly protein
K03332	1	 fruA; fructan beta-fructosidase [EC:3.2.1.80]
K03641	6	 tolB; TolB protein
K08676	4	 tri; tricorn protease [EC:3.4.21.-]
K07004	1	 K07004; uncharacterized protein
K02379	1	 fdhD; FdhD protein
K07104	1	 catE; catechol 2,3-dioxygenase [EC:1.13.11.2]
K01443	2	 nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]
K00343	2	 nuoN; NADH-quinone oxidoreductase subunit N [EC:1.6.5.3]
K00342	2	 nuoM; NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]
K00341	2	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00340	2	 nuoK; NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]
K00338	2	 nuoI; NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]
K00337	2	 nuoH; NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]
K00333	2	 nuoD; NADH-quinone oxidoreductase subunit D [EC:1.6.5.3]
K00332	2	 nuoC; NADH-quinone oxidoreductase subunit C [EC:1.6.5.3]
K00331	2	 nuoB; NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]
K00330	2	 nuoA; NADH-quinone oxidoreductase subunit A [EC:1.6.5.3]
K03574	4	 mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
K03534	1	 rhaM; L-rhamnose mutarotase [EC:5.1.3.32]
K00121	2	 frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]
K00847	1	 E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]
K05710	2	 hcaC; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component
K11717	1	 sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]
K07504	5	 K07504; predicted type IV restriction endonuclease
K07390	1	 grxD, GLRX5; monothiol glutaredoxin
K09015	1	 sufD; Fe-S cluster assembly protein SufD
K09014	1	 sufB; Fe-S cluster assembly protein SufB
K09013	1	 sufC; Fe-S cluster assembly ATP-binding protein
K03639	1	 moaA, CNX2; GTP 3',8-cyclase [EC:4.1.99.22]
K09118	2	 K09118; uncharacterized protein
K13292	1	 lgt, umpA; phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]
K01996	1	 livF; branched-chain amino acid transport system ATP-binding protein
K01995	1	 livG; branched-chain amino acid transport system ATP-binding protein
K04096	2	 smf; DNA processing protein
K01358	1	 clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
K03545	1	 tig; trigger factor
K01840	1	 manB; phosphomannomutase [EC:5.4.2.8]
K01886	1	 QARS, glnS; glutaminyl-tRNA synthetase [EC:6.1.1.18]
K01885	1	 EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]
K19166	2	 higB; mRNA interferase HigB [EC:3.1.-.-]
K06218	2	 relE, stbE; mRNA interferase RelE/StbE
K17105	2	 E2.5.1.42; geranylgeranylglycerol-phosphate geranylgeranyltransferase [EC:2.5.1.42]
K03106	1	 SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]
K02959	1	 RP-S16, MRPS16, rpsP; small subunit ribosomal protein S16
K06960	1	 K06960; uncharacterized protein
K00554	1	 trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
K02884	1	 RP-L19, MRPL19, rplS; large subunit ribosomal protein L19
K03470	1	 rnhB; ribonuclease HII [EC:3.1.26.4]
K07460	1	 yraN; putative endonuclease
K03186	1	 ubiX, bsdB, PAD1; flavin prenyltransferase [EC:2.5.1.129]
K03284	1	 corA; magnesium transporter
K02039	1	 phoU; phosphate transport system protein
K02036	2	 pstB; phosphate transport system ATP-binding protein [EC:3.6.3.27]
K02038	2	 pstA; phosphate transport system permease protein
K10716	2	 kch, trkA, mthK, pch; voltage-gated potassium channel
K02037	1	 pstC; phosphate transport system permease protein
K02040	1	 pstS; phosphate transport system substrate-binding protein
K01299	1	 E3.4.17.19; carboxypeptidase Taq [EC:3.4.17.19]
K01250	1	 rihA; pyrimidine-specific ribonucleoside hydrolase [EC:3.2.-.-]
K01512	1	 acyP; acylphosphatase [EC:3.6.1.7]
K07141	1	 mocA; molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]
K17236	1	 araQ; arabinosaccharide transport system permease protein
K00363	1	 nirD; nitrite reductase (NADH) small subunit [EC:1.7.1.15]
K02338	2	 dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]
K07494	1	 K07494; putative transposase
K03531	2	 ftsZ; cell division protein FtsZ
K02108	1	 ATPF0A, atpB; F-type H+-transporting ATPase subunit a
K02110	1	 ATPF0C, atpE; F-type H+-transporting ATPase subunit c
K02113	1	 ATPF1D, atpH; F-type H+-transporting ATPase subunit delta
K02111	1	 ATPF1A, atpA; F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]
K02115	1	 ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma
K19373	1	 DNAJC28; DnaJ homolog subfamily C member 28
K02112	1	 ATPF1B, atpD; F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]
K02114	1	 ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon
K03519	1	 coxM, cutM; aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]
K03518	2	 coxS; aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]
K06889	3	 K06889; uncharacterized protein
K07496	21	 K07496; putative transposase
K01186	3	 NEU1; sialidase-1 [EC:3.2.1.18]
K01259	1	 pip; proline iminopeptidase [EC:3.4.11.5]
K00335	2	 nuoF; NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]
K06920	1	 queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]
K01892	2	 HARS, hisS; histidyl-tRNA synthetase [EC:6.1.1.21]
K00765	1	 hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]
K02340	1	 holA; DNA polymerase III subunit delta [EC:2.7.7.7]
K00611	1	 OTC, argF, argI; ornithine carbamoyltransferase [EC:2.1.3.3]
K07752	1	 CPD; carboxypeptidase D [EC:3.4.17.22]
K00609	1	 pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]
K17828	1	 pyrDI; dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]
K01736	1	 aroC; chorismate synthase [EC:4.2.3.5]
K00845	3	 glk; glucokinase [EC:2.7.1.2]
K13574	2	 ybiC; uncharacterized oxidoreductase [EC:1.1.1.-]
K10112	3	 msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein
K08319	1	 ltnD; L-threonate 2-dehydrogenase [EC:1.1.1.411]
K01710	1	 E4.2.1.46, rfbB, rffG; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]
K15923	1	 AXY8, FUC95A, afcA; alpha-L-fucosidase 2 [EC:3.2.1.51]
K01193	5	 INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]
K00558	1	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K05970	2	 SIAE; sialate O-acetylesterase [EC:3.1.1.53]
K03581	1	 recD; exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]
K02510	4	 hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]
K07119	2	 K07119; uncharacterized protein
K00666	1	 ACSF2; fatty-acyl-CoA synthase [EC:6.2.1.-]
K04043	2	 dnaK, HSPA9; molecular chaperone DnaK
K01738	1	 cysK; cysteine synthase [EC:2.5.1.47]
K00390	1	 cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K03636	2	 moaD, cysO; sulfur-carrier protein
K18855	1	 E1.1.1.374; UDP-N-acetylglucosamine 3-dehydrogenase [EC:1.1.1.374]
K00074	1	 paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
K07056	1	 rsmI; 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]
K02034	3	 ABC.PE.P1; peptide/nickel transport system permease protein
K02033	3	 ABC.PE.P; peptide/nickel transport system permease protein
K02035	2	 ABC.PE.S; peptide/nickel transport system substrate-binding protein
K02032	2	 ABC.PE.A1; peptide/nickel transport system ATP-binding protein
K02031	2	 ABC.PE.A; peptide/nickel transport system ATP-binding protein
K07075	3	 K07075; uncharacterized protein
K01262	1	 pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]
K06987	1	 K06987; uncharacterized protein
K01807	1	 rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]
K02557	2	 motB; chemotaxis protein MotB
K01439	1	 dapE; succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]
K00812	1	 aspB; aspartate aminotransferase [EC:2.6.1.1]
K18983	1	 gci; D-galactarolactone cycloisomerase [EC:5.5.1.27]
K00147	1	 proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]
K01126	3	 E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
K02879	1	 RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17
K03040	2	 rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]
K02986	1	 RP-S4, rpsD; small subunit ribosomal protein S4
K02948	1	 RP-S11, MRPS11, rpsK; small subunit ribosomal protein S11
K02952	1	 RP-S13, rpsM; small subunit ribosomal protein S13
K03076	1	 secY; preprotein translocase subunit SecY
K02876	1	 RP-L15, MRPL15, rplO; large subunit ribosomal protein L15
K02988	1	 RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5
K02881	1	 RP-L18, MRPL18, rplR; large subunit ribosomal protein L18
K02933	1	 RP-L6, MRPL6, rplF; large subunit ribosomal protein L6
K02994	1	 RP-S8, rpsH; small subunit ribosomal protein S8
K02931	1	 RP-L5, MRPL5, rplE; large subunit ribosomal protein L5
K02895	1	 RP-L24, MRPL24, rplX; large subunit ribosomal protein L24
K02874	1	 RP-L14, MRPL14, rplN; large subunit ribosomal protein L14
K02961	1	 RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17
K02904	1	 RP-L29, rpmC; large subunit ribosomal protein L29
K02878	1	 RP-L16, MRPL16, rplP; large subunit ribosomal protein L16
K02982	1	 RP-S3, rpsC; small subunit ribosomal protein S3
K02890	1	 RP-L22, MRPL22, rplV; large subunit ribosomal protein L22
K02965	1	 RP-S19, rpsS; small subunit ribosomal protein S19
K02886	1	 RP-L2, MRPL2, rplB; large subunit ribosomal protein L2
K02892	1	 RP-L23, MRPL23, rplW; large subunit ribosomal protein L23
K02926	1	 RP-L4, MRPL4, rplD; large subunit ribosomal protein L4
K02906	1	 RP-L3, MRPL3, rplC; large subunit ribosomal protein L3
K02946	1	 RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10
K02358	2	 tuf, TUFM; elongation factor Tu
K02992	1	 RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7
K02950	1	 RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12
K00287	1	 DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]
K00560	1	 thyA, TYMS; thymidylate synthase [EC:2.1.1.45]
K01520	1	 dut, DUT; dUTP pyrophosphatase [EC:3.6.1.23]
K07276	1	 K07276; uncharacterized protein
K07448	1	 mrr; restriction system protein
K08223	1	 fsr; MFS transporter, FSR family, fosmidomycin resistance protein
K07027	3	 K07027; glycosyltransferase 2 family protein
K07010	1	 K07010; putative glutamine amidotransferase
K06168	1	 miaB; tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]
K01265	1	 map; methionyl aminopeptidase [EC:3.4.11.18]
K02195	1	 ccmC; heme exporter protein C
K18691	1	 mltF; membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]
