KO	GeneNumber	Description
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00015	3	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00483	1	 hpaB; 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]
K00231	1	 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00008	2	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K00091	1	 E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K00033	1	 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00392	1	 sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00571	1	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
