KO	GeneNumber	Description
K08307	1	 mltD, dniR; membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]
K14441	1	 rimO; ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]
K03110	1	 ftsY; fused signal recognition particle receptor
K02913	1	 RP-L33, MRPL33, rpmG; large subunit ribosomal protein L33
K02902	1	 RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28
K03742	1	 pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42]
K00757	1	 udp, UPP; uridine phosphorylase [EC:2.4.2.3]
K03574	2	 mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
K07305	1	 msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
K00891	1	 E2.7.1.71, aroK, aroL; shikimate kinase [EC:2.7.1.71]
K02825	2	 pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]
K03215	1	 rumA; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]
K00819	1	 rocD, OAT; ornithine--oxo-acid transaminase [EC:2.6.1.13]
K09888	1	 zapA; cell division protein ZapA
K03724	1	 lhr; ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]
K02435	1	 gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]
K00655	3	 plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
K01867	1	 WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]
K16216	1	 yueD; benzil reductase ((S)-benzoin forming) [EC:1.1.1.320]
K03499	1	 trkA, ktrA; trk system potassium uptake protein
K01760	1	 metC; cystathionine beta-lyase [EC:4.4.1.8]
K01885	1	 EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]
K01633	1	 folB; 7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]
K00131	1	 gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]
K02613	1	 paaE; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE
K02609	1	 paaA; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]
K02610	1	 paaB; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB
K02611	1	 paaC; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]
K11709	2	 troD, mntD, znuB; manganese/zinc/iron transport system permease protein
K11708	2	 troC, mntC, znuB; manganese/zinc/iron transport system permease protein
K11707	2	 troA, mntA, znuA; manganese/zinc/iron transport system substrate-binding protein
K00128	2	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K01808	1	 rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]
K03495	1	 gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme
K02341	1	 holB; DNA polymerase III subunit delta' [EC:2.7.7.7]
K00927	1	 PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]
K03558	1	 cvpA; membrane protein required for colicin V production
K01889	1	 FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]
K01724	1	 PCBD, phhB; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]
K00873	1	 PK, pyk; pyruvate kinase [EC:2.7.1.40]
K03685	1	 rnc, DROSHA, RNT1; ribonuclease III [EC:3.1.26.3]
K09458	1	 fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
K02078	1	 acpP; acyl carrier protein
K11175	1	 purN; phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
K03469	1	 rnhA, RNASEH1; ribonuclease HI [EC:3.1.26.4]
K02108	1	 ATPF0A, atpB; F-type H+-transporting ATPase subunit a
K02110	1	 ATPF0C, atpE; F-type H+-transporting ATPase subunit c
K02109	1	 ATPF0B, atpF; F-type H+-transporting ATPase subunit b
K02113	1	 ATPF1D, atpH; F-type H+-transporting ATPase subunit delta
K02111	1	 ATPF1A, atpA; F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]
K02115	1	 ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma
K01715	1	 crt; enoyl-CoA hydratase [EC:4.2.1.17]
K00876	1	 udk, UCK; uridine kinase [EC:2.7.1.48]
K21574	1	 susB; glucan 1,4-alpha-glucosidase [EC:3.2.1.3]
K01194	1	 TREH, treA, treF; alpha,alpha-trehalase [EC:3.2.1.28]
K21572	4	 susD; starch-binding outer membrane protein, SusD/RagB family
K04564	1	 SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
K03269	1	 lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]
K03709	1	 troR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
K11710	1	 troB, mntB, znuC; manganese/zinc/iron transport system ATP- binding protein
K02348	1	 elaA; ElaA protein
K17218	1	 sqr; sulfide:quinone oxidoreductase [EC:1.8.5.4]
K02614	1	 paaI; acyl-CoA thioesterase [EC:3.1.2.-]
K02617	1	 paaY; phenylacetic acid degradation protein
