KO	GeneNumber	Description
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00021	1	 HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]
K00024	2	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00033	1	 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K00008	2	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K00571	3	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00320	3	 mer; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]
K00537	1	 ARSC1, arsC; arsenate reductase [EC:1.20.4.1]
K00341	1	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00020	3	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00097	1	 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00015	2	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00231	1	 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00459	1	 ncd2, npd; nitronate monooxygenase [EC:1.13.12.16]
K00483	1	 hpaB; 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]
K00030	1	 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
K00208	1	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00091	1	 E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K00383	1	 GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]
