KO	GeneNumber	Description
K00228	1	 CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K00027	2	 ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]
K00568	1	 ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
K00002	1	 AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00432	1	 gpx; glutathione peroxidase [EC:1.11.1.9]
K00341	1	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00560	1	 thyA, TYMS; thymidylate synthase [EC:2.1.1.45]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00287	1	 DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]
