KO	GeneNumber	Description
K01053	1	 E3.1.1.17, gnl, RGN; gluconolactonase [EC:3.1.1.17]
K22185	1	 xylB; D-xylose 1-dehydrogenase [EC:1.1.1.175]
K17950	1	 cuyA; L-cysteate sulfo-lyase [EC:4.4.1.25]
K19745	1	 acuI; acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]
K00760	1	 hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]
K00020	4	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00135	1	 gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
K04564	1	 SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
K01940	1	 argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]
K01938	1	 fhs; formate--tetrahydrofolate ligase [EC:6.3.4.3]
K00305	2	 soxG; sarcosine oxidase, subunit gamma [EC:1.5.3.1]
K00304	2	 soxD; sarcosine oxidase, subunit delta [EC:1.5.3.1]
K00303	2	 soxB; sarcosine oxidase, subunit beta [EC:1.5.3.1]
K02004	1	 ABC.CD.P; putative ABC transport system permease protein
K02003	1	 ABC.CD.A; putative ABC transport system ATP-binding protein
K10804	1	 tesA; acyl-CoA thioesterase I [EC:3.1.2.- 3.1.1.5]
K06941	1	 rlmN; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]
K06890	1	 K06890; uncharacterized protein
K03841	1	 FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]
K00384	1	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]
K03704	2	 cspA; cold shock protein (beta-ribbon, CspA family)
K01591	1	 pyrF; orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]
K09948	1	 K09948; uncharacterized protein
K11924	1	 mntR; DtxR family transcriptional regulator, manganese transport regulator
K01847	2	 MUT; methylmalonyl-CoA mutase [EC:5.4.99.2]
K02426	1	 sufE; cysteine desulfuration protein SufE
K03437	1	 spoU; RNA methyltransferase, TrmH family
K06969	1	 rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]
K05800	1	 ybaO; Lrp/AsnC family transcriptional regulator
K01953	2	 asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
K07117	1	 K07117; uncharacterized protein
K06895	2	 lysE, argO; L-lysine exporter family protein LysE/ArgO
K00873	1	 PK, pyk; pyruvate kinase [EC:2.7.1.40]
K02536	1	 lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]
K02372	1	 fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
K00677	1	 lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]
K09949	1	 K09949; uncharacterized protein
K00748	1	 lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182]
K01647	1	 CS, gltA; citrate synthase [EC:2.3.3.1]
K01885	2	 EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]
K01356	1	 lexA; repressor LexA [EC:3.4.21.88]
K03750	2	 moeA; molybdopterin molybdotransferase [EC:2.10.1.1]
K03637	1	 moaC, CNX3; cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]
K01609	1	 trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]
K00766	1	 trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]
K01740	3	 metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]
K01664	1	 pabA; para-aminobenzoate synthetase component II [EC:2.6.1.85]
K02871	1	 RP-L13, MRPL13, rplM; large subunit ribosomal protein L13
K02996	1	 RP-S9, MRPS9, rpsI; small subunit ribosomal protein S9
K07734	1	 paiB; transcriptional regulator
K03296	1	 TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family
K08305	1	 mltB; membrane-bound lytic murein transglycosylase B [EC:4.2.2.-]
K02653	1	 pilC; type IV pilus assembly protein PilC
K01713	1	 pheC; cyclohexadienyl dehydratase [EC:4.2.1.51 4.2.1.91]
K01785	1	 galM, GALM; aldose 1-epimerase [EC:5.1.3.3]
K07246	2	 ttuC, dmlA; tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]
K05366	1	 mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]
K02836	1	 prfB; peptide chain release factor 2
K03564	1	 BCP, PRXQ, DOT5; peroxiredoxin Q/BCP [EC:1.11.1.15]
K02428	1	 rdgB; XTP/dITP diphosphohydrolase [EC:3.6.1.66]
K00989	1	 rph; ribonuclease PH [EC:2.7.7.56]
K03705	1	 hrcA; heat-inducible transcriptional repressor
K03086	1	 rpoD; RNA polymerase primary sigma factor
K22131	1	 otnI; 2-dehydrotetronate isomerase [EC:5.3.1.35]
K22130	1	 otnC; 3-dehydro-4-phosphotetronate decarboxylase [EC:4.1.1.104]
K21948	1	 otnK; 3-dehydrotetronate 4-kinase [EC:2.7.1.217]
K08319	1	 ltnD; L-threonate 2-dehydrogenase [EC:1.1.1.411]
K07301	1	 yrbG; cation:H+ antiporter
K07003	1	 K07003; uncharacterized protein
K00626	2	 E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
K00102	1	 LDHD, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]
K00315	7	 DMGDH; dimethylglycine dehydrogenase [EC:1.5.8.4]
K08351	2	 bisC; biotin/methionine sulfoxide reductase [EC:1.-.-.-]
K02198	1	 ccmF; cytochrome c-type biogenesis protein CcmF
K02199	1	 ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
K02200	1	 ccmH; cytochrome c-type biogenesis protein CcmH
K06953	1	 K06953; uncharacterized protein
K03724	1	 lhr; ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]
K10778	1	 ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]
K18661	1	 matB; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]
K07793	6	 tctA; putative tricarboxylic transport membrane protein
K00097	2	 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K13876	1	 araD; 2-keto-3-deoxy-L-arabinonate dehydratase [EC:4.2.1.43]
K10764	1	 metZ; O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]
K11645	1	 fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
K01915	6	 glnA, GLUL; glutamine synthetase [EC:6.3.1.2]
K02026	3	 ABC.MS.P1; multiple sugar transport system permease protein
K02025	3	 ABC.MS.P; multiple sugar transport system permease protein
K02027	3	 ABC.MS.S; multiple sugar transport system substrate-binding protein
K03321	1	 TC.SULP; sulfate permease, SulP family
K11755	1	 hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]
K02500	1	 hisF; cyclase [EC:4.1.3.-]
K01814	1	 hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]
K02501	1	 hisH; glutamine amidotransferase [EC:2.4.2.-]
K00817	1	 hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
K00765	1	 hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]
K08296	1	 sixA; phosphohistidine phosphatase [EC:3.1.3.-]
K01738	1	 cysK; cysteine synthase [EC:2.5.1.47]
K01011	1	 TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
K09972	2	 aapP, bztD; general L-amino acid transport system ATP-binding protein [EC:3.6.3.-]
K09971	1	 aapM, bztC; general L-amino acid transport system permease protein
K09970	1	 aapQ, bztB; general L-amino acid transport system permease protein
K14083	11	 mttB; trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]
K19191	3	 mabO; 4-methylaminobutanoate oxidase (formaldehyde-forming) [EC:1.5.3.19]
K09472	2	 puuC, aldH; 4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99]
K01799	3	 nicE, maiA; maleate isomerase [EC:5.2.1.1]
K00285	2	 dadA; D-amino-acid dehydrogenase [EC:1.4.5.1]
K01703	2	 leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]
K01704	2	 leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]
K01474	3	 hyuB; N-methylhydantoinase B [EC:3.5.2.14]
K01473	2	 hyuA; N-methylhydantoinase A [EC:3.5.2.14]
K00549	2	 metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]
K07019	1	 K07019; uncharacterized protein
K18816	1	 aac6-I, aacA7; aminoglycoside 6'-N-acetyltransferase I [EC:2.3.1.82]
K00432	1	 gpx; glutathione peroxidase [EC:1.11.1.9]
K09966	1	 K09966; uncharacterized protein
K00655	1	 plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
K05801	1	 djlA; DnaJ like chaperone protein
K15738	1	 uup; ABC transport system ATP-binding/permease protein
K03925	1	 mraZ; MraZ protein
K03438	1	 mraW, rsmH; 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]
