KO	GeneNumber	Description
K00128	2	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K00457	1	 HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00392	1	 sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00571	1	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00341	2	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00033	1	 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K00432	1	 gpx; glutathione peroxidase [EC:1.11.1.9]
K00231	1	 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00018	1	 hprA; glycerate dehydrogenase [EC:1.1.1.29]
K00020	2	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00208	1	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
