KO	GeneNumber	Description
K00951	1	 relA; GTP pyrophosphokinase [EC:2.7.6.5]
K02902	1	 RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28
K00074	3	 paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
K03553	1	 recA; recombination protein RecA
K03711	2	 fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator
K00052	2	 leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
K21498	7	 higA-1; antitoxin HigA-1
K07334	3	 higB-1; toxin HigB-1
K07481	1	 K07481; transposase, IS5 family
K11928	2	 putP; sodium/proline symporter
K00943	1	 tmk, DTYMK; dTMP kinase [EC:2.7.4.9]
K06997	1	 yggS, PROSC; PLP dependent protein
K00104	3	 glcD; glycolate oxidase [EC:1.1.3.15]
K02946	1	 RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10
K02906	1	 RP-L3, MRPL3, rplC; large subunit ribosomal protein L3
K02926	1	 RP-L4, MRPL4, rplD; large subunit ribosomal protein L4
K02892	1	 RP-L23, MRPL23, rplW; large subunit ribosomal protein L23
K02886	1	 RP-L2, MRPL2, rplB; large subunit ribosomal protein L2
K02965	1	 RP-S19, rpsS; small subunit ribosomal protein S19
K02890	1	 RP-L22, MRPL22, rplV; large subunit ribosomal protein L22
K02982	1	 RP-S3, rpsC; small subunit ribosomal protein S3
K02878	1	 RP-L16, MRPL16, rplP; large subunit ribosomal protein L16
K02904	1	 RP-L29, rpmC; large subunit ribosomal protein L29
K02961	1	 RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17
K02874	1	 RP-L14, MRPL14, rplN; large subunit ribosomal protein L14
K01473	7	 hyuA; N-methylhydantoinase A [EC:3.5.2.14]
K01474	8	 hyuB; N-methylhydantoinase B [EC:3.5.2.14]
K02493	1	 hemK, prmC, HEMK; release factor glutamine methyltransferase [EC:2.1.1.297]
K02503	1	 HINT1, hinT, hit; histidine triad (HIT) family protein
K01495	1	 GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]
K07114	5	 yfbK; Ca-activated chloride channel homolog
K02456	2	 gspG; general secretion pathway protein G
K14652	2	 ribBA; 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]
K03186	1	 ubiX, bsdB, PAD1; flavin prenyltransferase [EC:2.5.1.129]
K12251	1	 aguB; N-carbamoylputrescine amidase [EC:3.5.1.53]
K10536	1	 aguA; agmatine deiminase [EC:3.5.3.12]
K07062	2	 fitB; toxin FitB [EC:3.1.-.-]
K01652	4	 E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
K03301	1	 TC.AAA; ATP:ADP antiporter, AAA family
K01845	9	 hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
K00721	1	 DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	Man b1- P-Dol
K06978	19	 K06978; uncharacterized protein
K00927	1	 PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]
K01803	1	 TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]
K03075	1	 secG; preprotein translocase subunit SecG
K03526	1	 gcpE, ispG; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]
K01990	6	 ABC-2.A; ABC-2 type transport system ATP-binding protein
K08223	1	 fsr; MFS transporter, FSR family, fosmidomycin resistance protein
K07568	1	 queA; S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]
K03089	1	 rpoH; RNA polymerase sigma-32 factor
K10439	2	 rbsB; ribose transport system substrate-binding protein
K10441	1	 rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]
K10440	2	 rbsC; ribose transport system permease protein
K00059	13	 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K00053	2	 ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
K01665	1	 pabB; para-aminobenzoate synthetase component I [EC:2.6.1.85]
K02034	5	 ABC.PE.P1; peptide/nickel transport system permease protein
K02033	4	 ABC.PE.P; peptide/nickel transport system permease protein
K02035	4	 ABC.PE.S; peptide/nickel transport system substrate-binding protein
K15583	1	 oppD; oligopeptide transport system ATP-binding protein
K10823	1	 oppF; oligopeptide transport system ATP-binding protein
K00477	1	 PHYH; phytanoyl-CoA hydroxylase [EC:1.14.11.18]
K19225	1	 gluP; rhomboid protease GluP [EC:3.4.21.105]
K00390	1	 cysH; phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K00958	1	 sat, met3; sulfate adenylyltransferase [EC:2.7.7.4]
K04764	1	 ihfA, himA; integration host factor subunit alpha
K03735	1	 eutB; ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]
K03088	9	 rpoE; RNA polymerase sigma-70 factor, ECF subfamily
K07171	3	 mazF, ndoA, chpA; mRNA interferase MazF [EC:3.1.-.-]
K00574	1	 cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]
K19687	2	 vapB; antitoxin VapB
K17828	1	 pyrDI; dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]
K02435	1	 gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]
K02433	2	 gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
K00930	1	 argB; acetylglutamate kinase [EC:2.7.2.8]
K00821	1	 argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]
K00145	1	 argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]
K07056	1	 rsmI; 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]
K03474	1	 pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2]
