KO	GeneNumber	Description
K00477	4	 PHYH; phytanoyl-CoA hydroxylase [EC:1.14.11.18]
K00065	1	 kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00341	1	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00571	1	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00008	2	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K00091	2	 E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00033	1	 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00097	1	 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00010	2	 iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
