KO	GeneNumber	Description
K00030	2	 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
K00558	4	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00023	1	 phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]
K00341	1	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00571	4	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00560	1	 thyA, TYMS; thymidylate synthase [EC:2.1.1.45]
K00287	1	 DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00568	1	 ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00097	1	 pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
K00020	1	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00411	1	 UQCRFS1, RIP1, petA; ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]
K00413	1	 CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit
K00228	1	 CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00208	1	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K00383	1	 GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]
