KO	GeneNumber	Description
K00208	2	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
K07504	1	 K07504; predicted type IV restriction endonuclease
K14448	1	 mcd; (2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12]
K07282	1	 capA, pgsA; gamma-polyglutamate biosynthesis protein CapA
K13653	2	 K13653; AraC family transcriptional regulator
K14447	1	 ecm; ethylmalonyl-CoA mutase [EC:5.4.99.63]
K14446	1	 ccr; crotonyl-CoA carboxylase/reductase [EC:1.3.1.85]
K02052	2	 ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein
K02055	6	 ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
K02054	3	 ABC.SP.P1; putative spermidine/putrescine transport system permease protein
K02053	5	 ABC.SP.P; putative spermidine/putrescine transport system permease protein
K00450	2	 E1.13.11.4; gentisate 1,2-dioxygenase [EC:1.13.11.4]
K09004	1	 K09004; uncharacterized protein
K01897	7	 ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]
K01995	25	 livG; branched-chain amino acid transport system ATP-binding protein
K01997	25	 livH; branched-chain amino acid transport system permease protein
K01998	23	 livM; branched-chain amino acid transport system permease protein
K01999	25	 livK; branched-chain amino acid transport system substrate-binding protein
K01996	22	 livF; branched-chain amino acid transport system ATP-binding protein
K01912	7	 paaK; phenylacetate-CoA ligase [EC:6.2.1.30]
K06204	1	 dksA; DnaK suppressor protein
K04771	2	 degP, htrA; serine protease Do [EC:3.4.21.107]
K01079	1	 serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]
K00791	1	 miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]
K01652	6	 E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
K01653	1	 E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]
K00053	1	 ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
K03569	1	 mreB; rod shape-determining protein MreB and related proteins
K03570	1	 mreC; rod shape-determining protein MreC
K03571	1	 mreD; rod shape-determining protein MreD
K05515	1	 mrdA; penicillin-binding protein 2 [EC:3.4.16.4]
K05837	1	 rodA, mrdB; rod shape determining protein RodA
K07483	1	 K07483; transposase
K07484	1	 K07484; transposase
K07270	2	 K07270; glycosyl transferase, family 25
K03650	2	 mnmE, trmE, MSS1; tRNA modification GTPase [EC:3.6.-.-]
K09807	1	 K09807; uncharacterized protein
K01644	2	 citE; citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]
K03566	4	 gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator
K13641	1	 iclR; IclR family transcriptional regulator, acetate operon repressor
K00830	1	 AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]
K01754	5	 E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]
K02598	1	 nirC; nitrite transporter
K07154	2	 hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]
K22087	1	 mgdD; methylglutamate dehydrogenase subunit D [EC:1.5.99.5]
K00304	2	 soxD; sarcosine oxidase, subunit delta [EC:1.5.3.1]
K00303	2	 soxB; sarcosine oxidase, subunit beta [EC:1.5.3.1]
K01768	4	 E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
K00128	4	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K04047	1	 dps; starvation-inducible DNA-binding protein
K09883	1	 cobT; cobaltochelatase CobT [EC:6.6.1.2]
K09882	1	 cobS; cobaltochelatase CobS [EC:6.6.1.2]
