KO	GeneNumber	Description
K00222	3	 TM7SF2, ERG24; Delta14-sterol reductase [EC:1.3.1.70]
K01092	2	 E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
K01886	1	 QARS, glnS; glutaminyl-tRNA synthetase [EC:6.1.1.18]
K06180	1	 rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]
K03101	1	 lspA; signal peptidase II [EC:3.4.23.36]
K01870	1	 IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]
K02221	1	 yggT; YggT family protein
K09772	1	 sepF; cell division inhibitor SepF
K06997	1	 yggS, PROSC; PLP dependent protein
K05810	1	 yfiH; polyphenol oxidase [EC:1.10.3.-]
K03531	1	 ftsZ; cell division protein FtsZ
K03589	1	 ftsQ; cell division protein FtsQ
K00075	1	 murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]
K01924	1	 murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]
K02563	1	 murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]
K03588	1	 ftsW, spoVE; cell division protein FtsW
K01925	1	 murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
K01000	1	 mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]
K01928	1	 murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]
K03587	1	 ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]
K03438	1	 mraW, rsmH; 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]
K03925	1	 mraZ; MraZ protein
K03800	1	 lplA, lplJ; lipoate---protein ligase [EC:6.3.1.20]
K03924	1	 moxR; MoxR-like ATPase [EC:3.6.3.-]
K02346	1	 dinB; DNA polymerase IV [EC:2.7.7.7]
K03574	3	 mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
K03498	2	 trkH, trkG, ktrB; trk system potassium uptake protein
K03499	1	 trkA, ktrA; trk system potassium uptake protein
K00864	1	 glpK, GK; glycerol kinase [EC:2.7.1.30]
K14261	1	 alaC; alanine-synthesizing transaminase [EC:2.6.1.-]
K13668	1	 pimB; phosphatidyl-myo-inositol dimannoside synthase [EC:2.4.1.346]	Man a1-6 PI
K18979	1	 queG; epoxyqueuosine reductase [EC:1.17.99.6]
K07064	4	 K07064; uncharacterized protein
K09969	3	 aapJ, bztA; general L-amino acid transport system substrate-binding protein
