KO	GeneNumber	Description
K03185	1	 ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]
K04752	2	 glnK; nitrogen regulatory protein P-II 2
K03320	3	 amt, AMT, MEP; ammonium transporter, Amt family
K00937	1	 ppk; polyphosphate kinase [EC:2.7.4.1]
K01524	2	 ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]
K03684	2	 rnd; ribonuclease D [EC:3.1.13.5]
K01876	1	 aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]
K07171	1	 mazF, ndoA, chpA; mRNA interferase MazF [EC:3.1.-.-]
K00020	6	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K01698	1	 hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]
K09967	2	 K09967; uncharacterized protein
K06969	1	 rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191]
K03119	26	 tauD; taurine dioxygenase [EC:1.14.11.17]
K01996	10	 livF; branched-chain amino acid transport system ATP-binding protein
K01999	7	 livK; branched-chain amino acid transport system substrate-binding protein
K01998	11	 livM; branched-chain amino acid transport system permease protein
K01997	10	 livH; branched-chain amino acid transport system permease protein
K01897	4	 ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]
K01995	8	 livG; branched-chain amino acid transport system ATP-binding protein
K03564	2	 BCP, PRXQ, DOT5; peroxiredoxin Q/BCP [EC:1.11.1.15]
K02498	1	 hemY; HemY protein
K01465	3	 URA4, pyrC; dihydroorotase [EC:3.5.2.3]
K00927	1	 PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]
K12410	1	 npdA; NAD-dependent deacetylase [EC:3.5.1.-]
K11690	2	 dctM; C4-dicarboxylate transporter, DctM subunit
K11688	1	 dctP; C4-dicarboxylate-binding protein DctP
K08296	1	 sixA; phosphohistidine phosphatase [EC:3.1.3.-]
K00121	3	 frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]
K00145	1	 argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]
K02996	1	 RP-S9, MRPS9, rpsI; small subunit ribosomal protein S9
K02871	1	 RP-L13, MRPL13, rplM; large subunit ribosomal protein L13
K21883	1	 lra5; 2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+) [EC:1.1.1.401]
K01630	1	 garL; 2-dehydro-3-deoxyglucarate aldolase [EC:4.1.2.20]
K01473	12	 hyuA; N-methylhydantoinase A [EC:3.5.2.14]
K20333	1	 toxD; toxoflavin biosynthesis protein ToxD
K01692	4	 paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]
K06912	4	 tfdA; alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase [EC:1.14.11.-]
K01495	1	 GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]
K04749	3	 rsbV; anti-sigma B factor antagonist
K05337	1	 fer; ferredoxin
K19244	1	 ala; alanine dehydrogenase [EC:1.4.1.1]
K01834	1	 PGAM, gpmA; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]
K01754	3	 E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]
K02554	2	 mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80]
K02355	1	 fusA, GFM, EFG; elongation factor G
K11209	4	 yghU, yfcG; GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]
K01640	2	 E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
K00108	8	 betA, CHDH; choline dehydrogenase [EC:1.1.99.1]
K14162	1	 dnaE2; error-prone DNA polymerase [EC:2.7.7.7]
K02510	1	 hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]
K00058	3	 serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
K05606	4	 MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]
K01474	10	 hyuB; N-methylhydantoinase B [EC:3.5.2.14]
K09019	1	 rutE; 3-hydroxypropanoate dehydrogenase [EC:1.1.1.-]
K00344	8	 qor, CRYZ; NADPH2:quinone reductase [EC:1.6.5.5]
K08309	1	 slt; soluble lytic murein transglycosylase [EC:4.2.2.-]
K06187	1	 recR; recombination protein RecR
K09747	1	 K09747; uncharacterized protein
K02343	1	 dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]
K01561	2	 dehH; haloacetate dehalogenase [EC:3.8.1.3]
K18843	3	 hicB; antitoxin HicB
K00059	11	 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K12251	1	 aguB; N-carbamoylputrescine amidase [EC:3.5.1.53]
K07259	1	 dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]
K00029	1	 E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K21498	8	 higA-1; antitoxin HigA-1
K03649	1	 mug; double-stranded uracil-DNA glycosylase [EC:3.2.2.28]
K02114	1	 ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon
K02112	1	 ATPF1B, atpD; F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]
K02115	1	 ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma
K02111	1	 ATPF1A, atpA; F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]
K00481	1	 pobA; p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]
K01704	2	 leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]
K01703	2	 leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]
K02884	1	 RP-L19, MRPL19, rplS; large subunit ribosomal protein L19
K00554	1	 trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
K02860	1	 rimM; 16S rRNA processing protein RimM
K02959	1	 RP-S16, MRPS16, rpsP; small subunit ribosomal protein S16
K03106	1	 SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]
K05838	1	 ybbN; putative thioredoxin
K07157	1	 K07157; uncharacterized protein
K09791	1	 K09791; uncharacterized protein
K22025	1	 denD; D-erythronate 2-dehydrogenase [EC:1.1.1.410]
K06888	1	 K06888; uncharacterized protein
K00222	2	 TM7SF2, ERG24; Delta14-sterol reductase [EC:1.3.1.70]
K07064	2	 K07064; uncharacterized protein
K02433	9	 gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
K02621	1	 parC; topoisomerase IV subunit A [EC:5.99.1.-]
K03584	1	 recO; DNA repair protein RecO (recombination protein O)
K00605	4	 gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]
K07303	2	 iorB; isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16]
K01091	2	 gph; phosphoglycolate phosphatase [EC:3.1.3.18]
K00847	1	 E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]
K10227	1	 smoE, mtlE; sorbitol/mannitol transport system substrate-binding protein
K10228	1	 smoF, mtlF; sorbitol/mannitol transport system permease protein
K10229	1	 smoG, mtlG; sorbitol/mannitol transport system permease protein
K10111	1	 malK, mtlK, thuK; multiple sugar transport system ATP-binding protein [EC:3.6.3.-]
K00045	1	 E1.1.1.67, mtlK; mannitol 2-dehydrogenase [EC:1.1.1.67]
K03189	1	 ureG; urease accessory protein
K03188	1	 ureF; urease accessory protein
K03187	1	 ureE; urease accessory protein
K01428	1	 ureC; urease subunit alpha [EC:3.5.1.5]
K01429	1	 ureB; urease subunit beta [EC:3.5.1.5]
K01430	1	 ureA; urease subunit gamma [EC:3.5.1.5]
K03190	1	 ureD, ureH; urease accessory protein
K11963	1	 urtE; urea transport system ATP-binding protein
K11962	1	 urtD; urea transport system ATP-binding protein
K11961	1	 urtC; urea transport system permease protein
K11960	2	 urtB; urea transport system permease protein
K11959	1	 urtA; urea transport system substrate-binding protein
K01652	7	 E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
K01653	1	 E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]
K00053	1	 ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
K22027	2	 iacA; indole-3-acetate monooxygenase [EC:1.14.13.235]
K01647	1	 CS, gltA; citrate synthase [EC:2.3.3.1]
K01885	1	 EARS, gltX; glutamyl-tRNA synthetase [EC:6.1.1.17]
K02238	1	 comEC; competence protein ComEC
K01356	1	 lexA; repressor LexA [EC:3.4.21.88]
K03750	3	 moeA; molybdopterin molybdotransferase [EC:2.10.1.1]
K03637	1	 moaC, CNX3; cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]
K01609	1	 trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]
K00766	1	 trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]
K01658	1	 trpG; anthranilate synthase component II [EC:4.1.3.27]
K06923	1	 K06923; uncharacterized protein
K18028	1	 nicX; 2,5-dihydroxypyridine 5,6-dioxygenase [EC:1.13.11.9]
K04077	1	 groEL, HSPD1; chaperonin GroEL
K02610	1	 paaB; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB
K02609	1	 paaA; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]
K02050	4	 ABC.SN.P; NitT/TauT family transport system permease protein
K07062	4	 fitB; toxin FitB [EC:3.1.-.-]
K00122	1	 FDH; formate dehydrogenase [EC:1.17.1.9]
K07093	1	 K07093; uncharacterized protein
K00748	1	 lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182]
K07068	3	 K07068; uncharacterized protein
K07027	1	 K07027; glycosyltransferase 2 family protein
K21416	2	 acoA; acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha [EC:1.1.1.-]
K21417	2	 acoB; acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta [EC:1.1.1.-]
K05366	2	 mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]
K15866	4	 paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]
K02470	1	 gyrB; DNA gyrase subunit B [EC:5.99.1.3]
K03629	1	 recF; DNA replication and repair protein RecF
K02338	2	 dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]
K03892	1	 arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
K00571	1	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K01620	2	 ltaE; threonine aldolase [EC:4.1.2.48]
