KO	GeneNumber	Description
K02058	9	 ABC.SS.S; simple sugar transport system substrate-binding protein
K21498	2	 higA-1; antitoxin HigA-1
K00077	3	 panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]
K00301	1	 E1.5.3.1; sarcosine oxidase [EC:1.5.3.1]
K01969	1	 E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]
K00681	1	 ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
K07001	1	 K07001; NTE family protein
K05606	3	 MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]
K01278	1	 CD26, DPP4; dipeptidylpeptidase 4 [HSA:1803]
K01262	1	 pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]
K01968	1	 E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]
K04487	1	 iscS, NFS1; cysteine desulfurase [EC:2.8.1.7]
K00598	1	 tam; trans-aconitate 2-methyltransferase [EC:2.1.1.144]
K00331	2	 nuoB; NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]
K00338	1	 nuoI; NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]
K00320	2	 mer; 5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]
K01560	3	 E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2]
K00038	4	 E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]
K01848	2	 E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]
K00626	2	 E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
K15866	9	 paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]
K06213	1	 mgtE; magnesium transporter
K07658	2	 phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP
K01007	2	 pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]
K03405	1	 chlI, bchI; magnesium chelatase subunit I [EC:6.6.1.1]
K00054	1	 mvaA; hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]
K00222	2	 TM7SF2, ERG24; Delta14-sterol reductase [EC:1.3.1.70]
K05917	1	 CYP51; sterol 14alpha-demethylase [EC:1.14.14.154]
K01852	1	 LSS, ERG7; lanosterol synthase [EC:5.4.99.7]
K00318	1	 PRODH; proline dehydrogenase [EC:1.5.-.-]
K00053	1	 ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
K01653	1	 E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]
K01652	3	 E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
K01926	1	 rex; redox-sensing transcriptional repressor
K03569	2	 mreB; rod shape-determining protein MreB and related proteins
K00790	1	 murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]
K02114	1	 ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon
K02112	1	 ATPF1B, atpD; F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]
K02115	1	 ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma
K02111	1	 ATPF1A, atpA; F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]
K02113	1	 ATPF1D, atpH; F-type H+-transporting ATPase subunit delta
K02110	1	 ATPF0C, atpE; F-type H+-transporting ATPase subunit c
K02108	1	 ATPF0A, atpB; F-type H+-transporting ATPase subunit a
K08999	1	 K08999; uncharacterized protein
K01591	1	 pyrF; orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]
K05979	1	 comB; 2-phosphosulfolactate phosphatase [EC:3.1.3.71]
K01563	3	 dhaA; haloalkane dehalogenase [EC:3.8.1.5]
K01599	1	 hemE, UROD; uroporphyrinogen decarboxylase [EC:4.1.1.37]
K01426	4	 E3.5.1.4, amiE; amidase [EC:3.5.1.4]
K01130	1	 E3.1.6.1, aslA; arylsulfatase [EC:3.1.6.1]
K03738	2	 aor; aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]
K13075	1	 ahlD, aiiA, attM, blcC; N-acyl homoserine lactone hydrolase [EC:3.1.1.81]
K16052	1	 ynaI, mscMJ; MscS family membrane protein
K03924	3	 moxR; MoxR-like ATPase [EC:3.6.3.-]
K07213	1	 ATOX1, ATX1, copZ, golB; copper chaperone
K07009	1	 K07009; uncharacterized protein
K07025	4	 K07025; putative hydrolase of the HAD superfamily
K07402	1	 xdhC; xanthine dehydrogenase accessory factor
K06942	1	 ychF; ribosome-binding ATPase
K08310	1	 nudB, ntpA; dihydroneopterin triphosphate diphosphatase [EC:3.6.1.67]
K02470	1	 gyrB; DNA gyrase subunit B [EC:5.99.1.3]
K00969	1	 nadD; nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]
K03979	1	 obgE, cgtA; GTPase [EC:3.6.5.-]
K02313	1	 dnaA; chromosomal replication initiator protein
K03525	1	 coaX; type III pantothenate kinase [EC:2.7.1.33]
K13038	1	 coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]
K01255	1	 CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]
K02956	1	 RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15
K00962	1	 pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
K00215	1	 dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
K00133	1	 asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
K01714	2	 dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
K02035	10	 ABC.PE.S; peptide/nickel transport system substrate-binding protein
K02033	9	 ABC.PE.P; peptide/nickel transport system permease protein
K02034	9	 ABC.PE.P1; peptide/nickel transport system permease protein
K01939	1	 purA, ADSS; adenylosuccinate synthase [EC:6.3.4.4]
K09145	1	 K09145; uncharacterized protein
K06223	1	 dam; DNA adenine methylase [EC:2.1.1.72]
K01644	1	 citE; citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]
K01937	1	 pyrG, CTPS; CTP synthase [EC:6.3.4.2]
K00616	1	 E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]
K03628	1	 rho; transcription termination factor Rho
K06978	3	 K06978; uncharacterized protein
K05551	1	 actI1, oxyA, tcmK, snoa1, aknB, mtmP; minimal PKS ketosynthase (KS/KS alpha) [EC:2.3.1.- 2.3.1.260 2.3.1.235]
K03705	1	 hrcA; heat-inducible transcriptional repressor
K03687	1	 GRPE; molecular chaperone GrpE
K04043	1	 dnaK, HSPA9; molecular chaperone DnaK
K03686	2	 dnaJ; molecular chaperone DnaJ
K02687	1	 prmA; ribosomal protein L11 methyltransferase [EC:2.1.1.-]
K09761	1	 rsmE; 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]
K07114	2	 yfbK; Ca-activated chloride channel homolog
K00147	1	 proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]
K00615	2	 E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]
K01975	1	thpR; RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]
K02030	1	 ABC.PA.S; polar amino acid transport system substrate-binding protein
K09458	4	 fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
K11754	1	 folC; dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]
K03841	1	 FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]
K01623	1	 ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
K02428	1	 rdgB; XTP/dITP diphosphohydrolase [EC:3.6.1.66]
K03639	1	 moaA, CNX2; GTP 3',8-cyclase [EC:4.1.99.22]
