KO	GeneNumber	Description
K00571	25	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00537	1	 ARSC1, arsC; arsenate reductase [EC:1.20.4.1]
K00558	2	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00392	1	 sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00341	2	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00033	1	 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K00015	2	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00432	1	 gpx; glutathione peroxidase [EC:1.11.1.9]
K00010	1	 iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00020	1	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
