KO	GeneNumber	Description
K07068	7	 K07068; uncharacterized protein
K02510	2	 hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]
K06978	4	 K06978; uncharacterized protein
K09763	1	 K09763; uncharacterized protein
K11068	1	 hlyIII; hemolysin III
K08591	2	 plsY; glycerol-3-phosphate acyltransferase PlsY [EC:2.3.1.15]
K01935	1	 bioD; dethiobiotin synthetase [EC:6.3.3.3]
K00652	1	 bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]
K00833	1	 bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]
K01012	1	 bioB; biotin synthase [EC:2.8.1.6]
K20023	1	 talrD-galrD; L-talarate/galactarate dehydratase [EC:4.2.1.156 4.2.1.42]
K03555	1	 mutS; DNA mismatch repair protein MutS
K03572	1	 mutL; DNA mismatch repair protein MutL
K00335	1	 nuoF; NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]
K00127	1	 fdoI, fdsG; formate dehydrogenase subunit gamma
K07027	2	 K07027; glycosyltransferase 2 family protein
K03110	1	 ftsY; fused signal recognition particle receptor
K03529	1	 smc; chromosome segregation protein
K03685	1	 rnc, DROSHA, RNT1; ribonuclease III [EC:3.1.26.3]
K08281	1	 pncA; nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]
K00598	1	 tam; trans-aconitate 2-methyltransferase [EC:2.1.1.144]
K00266	2	 gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]
K01858	1	 INO1, ISYNA1; myo-inositol-1-phosphate synthase [EC:5.5.1.4]
K02517	2	 lpxL, htrB; Kdo2-lipid IVA lauroyltransferase [EC:2.3.1.241]
K08256	1	 pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345]	Man a1-2 PI
K00995	2	 pgsA, PGS1; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]
K02836	1	 prfB; peptide chain release factor 2
K01491	1	 folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]
K00997	1	 acpS; holo-[acyl-carrier protein] synthase [EC:2.7.8.7]
K17758	2	 nnr; ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136]
K17759	2	 AIBP, nnrE; NAD(P)H-hydrate epimerase [EC:5.1.99.6]
K09458	5	 fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
K07462	1	 recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-]
K01950	1	 E6.3.5.1, NADSYN1, QNS1, nadE; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]
K00975	1	 glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
K06137	1	 pqqC; pyrroloquinoline-quinone synthase [EC:1.3.3.11]
K01867	1	 WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]
K01657	1	 trpE; anthranilate synthase component I [EC:4.1.3.27]
K01607	3	 pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
K06019	1	 ppaX; pyrophosphatase PpaX [EC:3.6.1.1]
K01658	1	 trpG; anthranilate synthase component II [EC:4.1.3.27]
K00766	1	 trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]
K01609	1	 trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]
K01817	1	 trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24]
K01696	1	 trpB; tryptophan synthase beta chain [EC:4.2.1.20]
K07052	1	 K07052; uncharacterized protein
K01695	1	 trpA; tryptophan synthase alpha chain [EC:4.2.1.20]
K06208	1	 aroH; chorismate mutase [EC:5.4.99.5]
