KO	GeneNumber	Description
K00018	1	 hprA; glycerate dehydrogenase [EC:1.1.1.29]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00065	3	 kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
K00558	2	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00008	3	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K00477	3	 PHYH; phytanoyl-CoA hydroxylase [EC:1.14.11.18]
K00015	3	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00020	1	 mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
K00231	1	 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00341	1	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00010	1	 iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00128	1	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K00033	1	 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K00571	1	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00091	1	 E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
