KO	GeneNumber	Description
K00010	3	 iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
K00341	1	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00033	1	 PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
K00477	1	 PHYH; phytanoyl-CoA hydroxylase [EC:1.14.11.18]
K00065	2	 kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00030	1	 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
K00008	1	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K00432	1	 gpx; glutathione peroxidase [EC:1.11.1.9]
K00537	1	 ARSC1, arsC; arsenate reductase [EC:1.20.4.1]
K00091	1	 E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
