KO	GeneNumber	Description
K10441	1	 rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]
K10440	1	 rbsC; ribose transport system permease protein
K15923	3	 AXY8, FUC95A, afcA; alpha-L-fucosidase 2 [EC:3.2.1.51]
K18478	1	 yihV; sulfofructose kinase [EC:2.7.1.184]
K01935	1	 bioD; dethiobiotin synthetase [EC:6.3.3.3]
K02169	1	 bioC; malonyl-CoA O-methyltransferase [EC:2.1.1.197]
K04757	4	 rsbW; serine/threonine-protein kinase RsbW [EC:2.7.11.1]
K07315	5	 rsbU_P; phosphoserine phosphatase RsbU/P [EC:3.1.3.3]
K00982	3	 glnE; [glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]
K00008	4	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K00384	2	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]
K00666	2	 ACSF2; fatty-acyl-CoA synthase [EC:6.2.1.-]
K17686	3	 copA, ATP7; Cu+-exporting ATPase [EC:3.6.3.54]
K04087	2	 hflC; membrane protease subunit HflC [EC:3.4.-.-]
K04088	2	 hflK; membrane protease subunit HflK [EC:3.4.-.-]
K21495	6	 fitA; antitoxin FitA
K08676	1	 tri; tricorn protease [EC:3.4.21.-]
K00548	1	 metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
K13542	1	 cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]
K05571	2	 mnhG, mrpG; multicomponent Na+:H+ antiporter subunit G
K05570	2	 mnhF, mrpF; multicomponent Na+:H+ antiporter subunit F
K05569	2	 mnhE, mrpE; multicomponent Na+:H+ antiporter subunit E
K05568	2	 mnhD, mrpD; multicomponent Na+:H+ antiporter subunit D
K05567	2	 mnhC, mrpC; multicomponent Na+:H+ antiporter subunit C
K05566	3	 mnhB, mrpB; multicomponent Na+:H+ antiporter subunit B
K05565	1	 mnhA, mrpA; multicomponent Na+:H+ antiporter subunit A
K02112	1	 ATPF1B, atpD; F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]
K02115	1	 ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma
K02111	1	 ATPF1A, atpA; F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]
K02113	1	 ATPF1D, atpH; F-type H+-transporting ATPase subunit delta
K01707	3	 kdgD; 5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41]
K21929	3	 udg; uracil-DNA glycosylase [EC:3.2.2.27]
K06204	2	 dksA; DnaK suppressor protein
K00114	12	 exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]
K03734	3	 apbE; FAD:protein FMN transferase [EC:2.7.1.180]
K00886	1	 ppgK; polyphosphate glucokinase [EC:2.7.1.63]
K08323	2	 rspA, manD; mannonate dehydratase [EC:4.2.1.8]
K01684	10	 dgoD; galactonate dehydratase [EC:4.2.1.6]
K08234	1	 yaeR; glyoxylase I family protein
K00677	2	 lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]
K00972	1	 UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]
K02237	1	 comEA; competence protein ComEA
K03924	3	 moxR; MoxR-like ATPase [EC:3.6.3.-]
K03086	2	 rpoD; RNA polymerase primary sigma factor
K03797	4	 E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]
K10439	2	 rbsB; ribose transport system substrate-binding protein
K00819	1	 rocD, OAT; ornithine--oxo-acid transaminase [EC:2.6.1.13]
K01808	1	 rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]
K14441	1	 rimO; ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]
K09862	1	 K09862; uncharacterized protein
