KO	GeneNumber	Description
K03587	1	 ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]
K01928	1	 murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]
K01929	1	 murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]
K01000	1	 mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]
K01925	1	 murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
K03588	1	 ftsW, spoVE; cell division protein FtsW
K02563	1	 murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]
K01924	1	 murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]
K00075	1	 murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]
K01921	1	 ddl; D-alanine-D-alanine ligase [EC:6.3.2.4]
K03589	1	 ftsQ; cell division protein FtsQ
K03590	1	 ftsA; cell division protein FtsA
K03531	1	 ftsZ; cell division protein FtsZ
K05810	1	 yfiH; polyphenol oxidase [EC:1.10.3.-]
K06997	1	 yggS, PROSC; PLP dependent protein
K02221	1	 yggT; YggT family protein
K08744	1	 CRLS; cardiolipin synthase (CMP-forming) [EC:2.7.8.41]
K02652	1	 pilB; type IV pilus assembly protein PilB
K02653	1	 pilC; type IV pilus assembly protein PilC
K00919	1	 ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]
K01299	1	 E3.4.17.19; carboxypeptidase Taq [EC:3.4.17.19]
K01783	1	 rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]
K22024	1	 pdxA2; 4-phospho-D-threonate 3-dehydrogenase / 4-phospho-D-erythronate 3-dehydrogenase [EC:1.1.1.408 1.1.1.409]
K09121	1	 larC; pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]
K04771	5	 degP, htrA; serine protease Do [EC:3.4.21.107]
K05569	1	 mnhE, mrpE; multicomponent Na+:H+ antiporter subunit E
K05570	1	 mnhF, mrpF; multicomponent Na+:H+ antiporter subunit F
K05571	1	 mnhG, mrpG; multicomponent Na+:H+ antiporter subunit G
K05566	2	 mnhB, mrpB; multicomponent Na+:H+ antiporter subunit B
K05567	1	 mnhC, mrpC; multicomponent Na+:H+ antiporter subunit C
K05568	1	 mnhD, mrpD; multicomponent Na+:H+ antiporter subunit D
K00341	3	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00342	4	 nuoM; NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]
K07316	11	 mod; adenine-specific DNA-methyltransferase [EC:2.1.1.72]
K03655	4	 recG; ATP-dependent DNA helicase RecG [EC:3.6.4.12]
K01156	7	 res; type III restriction enzyme [EC:3.1.21.5]
