KO	GeneNumber	Description
K00571	3	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00057	1	 gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00341	2	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00231	1	 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00032	1	 E1.1.1.43; phosphogluconate 2-dehydrogenase [EC:1.1.1.43]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00018	1	 hprA; glycerate dehydrogenase [EC:1.1.1.29]
K00008	1	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K00019	1	 E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
K00558	2	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00015	2	 gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00030	1	 IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
K00065	1	 kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
