KO	GeneNumber	Description
K15726	3	 czcA; cobalt-zinc-cadmium resistance protein CzcA
K15727	1	 czcB; membrane fusion protein, cobalt-zinc-cadmium efflux system
K15725	1	 czcC; outer membrane protein, cobalt-zinc-cadmium efflux system
K02226	1	 cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]
K02013	1	 ABC.FEV.A; iron complex transport system ATP-binding protein [EC:3.6.3.34]
K02015	1	 ABC.FEV.P; iron complex transport system permease protein
K00768	1	 E2.4.2.21, cobU, cobT; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]
K02233	1	 E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]
K02231	1	 cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]
K02232	1	 cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]
K19221	1	 cobA, btuR; cob(I)alamin adenosyltransferase [EC:2.5.1.17]
K06858	1	 ABC.VB12.S1, btuF; vitamin B12 transport system substrate-binding protein
K06899	1	 ndpA; nucleoid-associated protein
K09904	1	 K09904; uncharacterized protein
K01011	1	 TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]
K07265	1	 kpsS, lipB; capsular polysaccharide export protein
K00980	1	 tagD; glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]
K06886	2	 glbN; hemoglobin
K01923	1	 purC; phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
K08306	1	 mltC; membrane-bound lytic murein transglycosylase C [EC:4.2.2.-]
K03286	2	 TC.OOP; OmpA-OmpF porin, OOP family
K01682	1	 acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
K01187	2	 malZ; alpha-glucosidase [EC:3.2.1.20]
K03406	18	 mcp; methyl-accepting chemotaxis protein
K00797	4	 speE, SRM; spermidine synthase [EC:2.5.1.16]
K01585	2	 speA; arginine decarboxylase [EC:4.1.1.19]
K08325	1	 yqhD; NADP-dependent alcohol dehydrogenase [EC:1.1.-.-]
K07507	2	 mgtC; putative Mg2+ transporter-C (MgtC) family protein
K03074	2	 secF; preprotein translocase subunit SecF
K03072	2	 secD; preprotein translocase subunit SecD
K13979	2	 yahK; uncharacterized zinc-type alcohol dehydrogenase-like protein [EC:1.-.-.-]
K06147	2	 ABCB-BAC; ATP-binding cassette, subfamily B, bacterial
