KO	GeneNumber	Description
K02622	1	 parE; topoisomerase IV subunit B [EC:5.99.1.-]
K02621	1	 parC; topoisomerase IV subunit A [EC:5.99.1.-]
K00059	8	 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K11529	1	 gck, gckA, GLYCTK; glycerate 2-kinase [EC:2.7.1.165]
K21703	1	 cbbR, cmpR, ndhR; LysR family transcriptional regulator, low CO2-responsive transcriptional regulator
K01939	2	 purA, ADSS; adenylosuccinate synthase [EC:6.3.4.4]
K01999	9	 livK; branched-chain amino acid transport system substrate-binding protein
K19548	2	 bacC; dihydroanticapsin dehydrogenase [EC:1.1.1.385]
K07516	1	 fadN; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
K00632	1	 fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]
K06445	1	 fadE; acyl-CoA dehydrogenase [EC:1.3.99.-]
K03218	1	 rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]
K08281	1	 pncA; nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]
K02035	6	 ABC.PE.S; peptide/nickel transport system substrate-binding protein
K00803	1	 AGPS, agpS; alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]
K01935	1	 bioD; dethiobiotin synthetase [EC:6.3.3.3]
K00833	1	 bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]
K07667	1	 kdpE; two-component system, OmpR family, KDP operon response regulator KdpE
K00681	8	 ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
K01000	1	 mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]
K01874	2	 MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]
K03686	1	 dnaJ; molecular chaperone DnaJ
K03687	1	 GRPE; molecular chaperone GrpE
K03705	1	 hrcA; heat-inducible transcriptional repressor
K01915	4	 glnA, GLUL; glutamine synthetase [EC:6.3.1.2]
K01951	3	 guaA, GMPS; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
K00278	1	 nadB; L-aspartate oxidase [EC:1.4.3.16]
K08976	1	 K08976; putative membrane protein
K07071	1	 K07071; uncharacterized protein
K01042	5	 selA; L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]
K17285	1	 SELENBP1; selenium-binding protein 1
K01644	1	 citE; citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]
K10206	1	 E2.6.1.83; LL-diaminopimelate aminotransferase [EC:2.6.1.83]
K07171	2	 mazF, ndoA, chpA; mRNA interferase MazF [EC:3.1.-.-]
K14683	1	 SLC34A, NPT, nptA; solute carrier family 34 (sodium-dependent phosphate cotransporter)
K01972	1	 E6.5.1.2, ligA, ligB; DNA ligase (NAD+) [EC:6.5.1.2]
K17105	1	 E2.5.1.42; geranylgeranylglycerol-phosphate geranylgeranyltransferase [EC:2.5.1.42]
K10843	1	 ERCC3, XPB; DNA excision repair protein ERCC-3 [EC:3.6.4.12]
K01409	1	 KAE1, tsaD, QRI7; N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
K03466	1	 ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family
K03634	1	 lolA; outer membrane lipoprotein carrier protein
K02836	1	 prfB; peptide chain release factor 2
K04567	1	 KARS, lysS; lysyl-tRNA synthetase, class II [EC:6.1.1.6]
K09810	2	 lolD; lipoprotein-releasing system ATP-binding protein [EC:3.6.3.-]
K03696	1	 clpC; ATP-dependent Clp protease ATP-binding subunit ClpC
K07277	3	 SAM50, TOB55, bamA; outer membrane protein insertion porin family
K06142	1	 hlpA, ompH; outer membrane protein
K02372	1	 fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
K09972	1	 aapP, bztD; general L-amino acid transport system ATP-binding protein [EC:3.6.3.-]
K09971	1	 aapM, bztC; general L-amino acid transport system permease protein
K04090	1	 E1.2.7.8; indolepyruvate ferredoxin oxidoreductase [EC:1.2.7.8]
K03644	1	 lipA; lipoyl synthase [EC:2.8.1.8]
K06168	1	 miaB; tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]
K18979	1	 queG; epoxyqueuosine reductase [EC:1.17.99.6]
K04488	2	 iscU, nifU; nitrogen fixation protein NifU and related proteins
K00338	2	 nuoI; NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]
K18682	2	 rny; ribonucrease Y [EC:3.1.-.-]
K00549	4	 metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]
K07566	1	 tsaC, rimN, SUA5; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]
K03581	1	 recD; exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]
K01443	1	 nagA, AMDHD2; N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]
K18674	1	 GALK2; N-acetylgalactosamine kinase [EC:2.7.1.157]
K00548	2	 metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
K00297	1	 metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
K08092	1	 dlgD; 3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130]
K06995	1	 K06995; uncharacterized protein
K01613	1	 psd, PISD; phosphatidylserine decarboxylase [EC:4.1.1.65]
K06978	11	 K06978; uncharacterized protein
K07045	12	 K07045; uncharacterized protein
K01845	7	 hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
K01186	1	 NEU1; sialidase-1 [EC:3.2.1.18]
K01470	8	 E3.5.2.10; creatinine amidohydrolase [EC:3.5.2.10]
K07305	1	 msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
