KO	GeneNumber	Description
K00008	5	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K00091	1	 E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K00010	2	 iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K00231	1	 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00477	5	 PHYH; phytanoyl-CoA hydroxylase [EC:1.14.11.18]
K00571	1	 E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]
K00558	1	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K00065	1	 kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
K00003	1	 E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3]
K00024	2	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00560	1	 thyA, TYMS; thymidylate synthase [EC:2.1.1.45]
K00287	1	 DHFR, folA; dihydrofolate reductase [EC:1.5.1.3]
K00013	1	 hisD; histidinol dehydrogenase [EC:1.1.1.23]
K00341	2	 nuoL; NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]
K00018	1	 hprA; glycerate dehydrogenase [EC:1.1.1.29]
K00392	1	 sir; sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00537	1	 ARSC1, arsC; arsenate reductase [EC:1.20.4.1]
K00019	1	 E1.1.1.30, bdh; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
