KO	GeneNumber	Description
K14441	1	 rimO; ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]
K00324	1	 pntA; NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]
K00325	1	 pntB; NAD(P) transhydrogenase subunit beta [EC:1.6.1.2]
K00765	1	 hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]
K11690	1	 dctM; C4-dicarboxylate transporter, DctM subunit
K11689	1	 dctQ; C4-dicarboxylate transporter, DctQ subunit
K11688	1	 dctP; C4-dicarboxylate-binding protein DctP
K04561	1	 norB; nitric oxide reductase subunit B [EC:1.7.2.5]
K21563	1	 dnr; CRP/FNR family transcriptional regulator, dissimilatory nitrate respiration regulator
K02040	1	 pstS; phosphate transport system substrate-binding protein
K02037	1	 pstC; phosphate transport system permease protein
K02038	1	 pstA; phosphate transport system permease protein
K00471	4	 E1.14.11.1; gamma-butyrobetaine dioxygenase [EC:1.14.11.1]
K01989	2	 ABC.X4.S; putative ABC transport system substrate-binding protein
K01768	1	 E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
K03738	2	 aor; aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]
K12252	1	 aruH; arginine:pyruvate transaminase [EC:2.6.1.84]
K14083	13	 mttB; trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]
K12253	2	 aruI; 5-guanidino-2-oxopentanoate decarboxylase [EC:4.1.1.75]
K00605	6	 gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]
K02167	1	 betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes
K03732	1	 rhlB; ATP-dependent RNA helicase RhlB [EC:3.6.4.13]
K03671	1	 trxA; thioredoxin 1
K03628	1	 rho; transcription termination factor Rho
K02909	1	 RP-L31, rpmE; large subunit ribosomal protein L31
K07320	1	 prmB; ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298]
K01845	3	 hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
K03704	3	 cspA; cold shock protein (beta-ribbon, CspA family)
K02622	1	 parE; topoisomerase IV subunit B [EC:5.99.1.-]
K03602	1	 xseB; exodeoxyribonuclease VII small subunit [EC:3.1.11.6]
K00795	1	 ispA; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]
K01662	1	 dxs; 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
K03924	1	 moxR; MoxR-like ATPase [EC:3.6.3.-]
K02065	1	 mlaF, linL, mkl; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
K02066	1	 mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein
K02067	1	 mlaD, linM; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
K07323	1	 mlaC; phospholipid transport system substrate-binding protein
K07122	1	 mlaB; phospholipid transport system transporter-binding protein
K07390	1	 grxD, GLRX5; monothiol glutaredoxin
K01782	1	 fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]
K00626	3	 E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
K03439	1	 trmB, METTL1, TRM8; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]
K06888	2	 K06888; uncharacterized protein
K13292	1	 lgt, umpA; phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]
K00395	1	 aprB; adenylylsulfate reductase, subunit B [EC:1.8.99.2]
K00394	1	 aprA; adenylylsulfate reductase, subunit A [EC:1.8.99.2]
K03529	1	 smc; chromosome segregation protein
K07660	1	 phoP; two-component system, OmpR family, response regulator PhoP
K07637	1	 phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]
K20074	1	 prpC, phpP; PPM family protein phosphatase [EC:3.1.3.16]
K00674	1	 dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]
K02379	1	 fdhD; FdhD protein
K02200	2	 ccmH; cytochrome c-type biogenesis protein CcmH
K02199	1	 ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
K02198	1	 ccmF; cytochrome c-type biogenesis protein CcmF
K02197	1	 ccmE; cytochrome c-type biogenesis protein CcmE
K02196	1	 ccmD; heme exporter protein D
K02195	1	 ccmC; heme exporter protein C
K02194	1	 ccmB; heme exporter protein B
K02193	1	 ccmA; heme exporter protein A [EC:3.6.3.41]
K02346	1	 dinB; DNA polymerase IV [EC:2.7.7.7]
K01918	1	 panC; pantoate--beta-alanine ligase [EC:6.3.2.1]
K01091	3	 gph; phosphoglycolate phosphatase [EC:3.1.3.18]
K00568	1	 ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]
K12960	1	 mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]
K01740	3	 metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]
K15580	1	 oppA, mppA; oligopeptide transport system substrate-binding protein
K15581	1	 oppB; oligopeptide transport system permease protein
K15582	1	 oppC; oligopeptide transport system permease protein
K15583	1	 oppD; oligopeptide transport system ATP-binding protein
K10823	1	 oppF; oligopeptide transport system ATP-binding protein
K01999	5	 livK; branched-chain amino acid transport system substrate-binding protein
K14266	1	 prnA, rebH, ktzQ; tryptophan 7-halogenase [EC:1.14.19.9]
K05838	1	 ybbN; putative thioredoxin
K00799	5	 GST, gst; glutathione S-transferase [EC:2.5.1.18]
K13283	1	 fieF; ferrous-iron efflux pump FieF
K01673	1	 cynT, can; carbonic anhydrase [EC:4.2.1.1]
