KO	GeneNumber	Description
K15034	1	 yaeJ; ribosome-associated protein
K12262	2	 cybB; cytochrome b561
K00962	1	 pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
K00147	1	 proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]
K00931	2	 proB; glutamate 5-kinase [EC:2.7.2.11]
K03307	4	 TC.SSS; solute:Na+ symporter, SSS family
K07004	2	 K07004; uncharacterized protein
K15725	2	 czcC; outer membrane protein, cobalt-zinc-cadmium efflux system
K03614	1	 rnfD; electron transport complex protein RnfD
K03612	1	 rnfG; electron transport complex protein RnfG
K03613	1	 rnfE; electron transport complex protein RnfE
K10773	1	 NTH; endonuclease III [EC:4.2.99.18]
K04752	1	 glnK; nitrogen regulatory protein P-II 2
K03320	1	 amt, AMT, MEP; ammonium transporter, Amt family
K00681	3	 ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
K07386	2	 pepO; putative endopeptidase [EC:3.4.24.-]
K09964	1	 K09964; uncharacterized protein
K05591	1	 dbpA; ATP-independent RNA helicase DbpA [EC:3.6.4.13]
K01465	1	 URA4, pyrC; dihydroorotase [EC:3.5.2.3]
K03098	1	 APOD; apolipoprotein D and lipocalin family protein
K08234	1	 yaeR; glyoxylase I family protein
K03442	3	 mscS; small conductance mechanosensitive channel
K05341	1	 E2.4.1.4; amylosucrase [EC:2.4.1.4]
K01495	1	 GCH1, folE; GTP cyclohydrolase IA [EC:3.5.4.16]
K13938	1	 folM; dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.50 1.5.1.3]
K01783	1	 rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]
K01867	1	 WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]
K01664	1	 pabA; para-aminobenzoate synthetase component II [EC:2.6.1.85]
K00821	1	 argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]
K00673	2	 astA; arginine N-succinyltransferase [EC:2.3.1.109]
K06447	1	 astD; succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]
K02621	1	 parC; topoisomerase IV subunit A [EC:5.99.1.-]
K07678	1	 barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]
K18301	1	 mexL; TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor
K00609	1	 pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]
K01845	1	 hemL; glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
K01768	1	 E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
