KO	GeneNumber	Description
K01920	2	 gshB; glutathione synthase [EC:6.3.2.3]
K03634	1	 lolA; outer membrane lipoprotein carrier protein
K03466	1	 ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family
K00343	1	 nuoN; NADH-quinone oxidoreductase subunit N [EC:1.6.5.3]
K12339	1	 cysM; S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144]
K04085	1	 tusA, sirA; tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]
K01952	3	 purL, PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
K03497	1	 parB, spo0J; chromosome partitioning protein, ParB family
K03496	1	 parA, soj; chromosome partitioning protein
K01095	1	 pgpA; phosphatidylglycerophosphatase A [EC:3.1.3.27]
K03742	1	 pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42]
K03553	1	 recA; recombination protein RecA
K14742	1	 tsaB; tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
K01652	2	 E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
K04066	1	 priA; primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]
K00982	1	 glnE; [glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]
K07736	1	 carD; CarD family transcriptional regulator
K00335	1	 nuoF; NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]
K03321	3	 TC.SULP; sulfate permease, SulP family
K02434	1	 gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
K03653	2	 K03653; N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]
K08307	1	 mltD, dniR; membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]
K01921	1	 ddl; D-alanine-D-alanine ligase [EC:6.3.2.4]
K03453	1	 TC.BASS; bile acid:Na+ symporter, BASS family
K03559	1	 exbD; biopolymer transport protein ExbD
K03561	1	 exbB; biopolymer transport protein ExbB
K01586	1	 lysA; diaminopimelate decarboxylase [EC:4.1.1.20]
K01772	1	 hemH, FECH; protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1 4.99.1.9]
K00231	1	 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K21071	1	 pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]
K18979	1	 queG; epoxyqueuosine reductase [EC:1.17.99.6]
K03979	1	 obgE, cgtA; GTPase [EC:3.6.5.-]
K02654	1	 pilD, pppA; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]
K13525	1	 VCP, CDC48; transitional endoplasmic reticulum ATPase
K03629	1	 recF; DNA replication and repair protein RecF
K06213	1	 mgtE; magnesium transporter
K01637	1	 E4.1.3.1, aceA; isocitrate lyase [EC:4.1.3.1]
K01638	1	 aceB, glcB; malate synthase [EC:2.3.3.9]
K16345	2	 xanP; xanthine permease XanP
K06942	1	 ychF; ribosome-binding ATPase
K00254	1	 DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]
K16137	2	 nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
K00620	1	 argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]
K03584	1	 recO; DNA repair protein RecO (recombination protein O)
K03179	1	 ubiA; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]
K03186	1	 ubiX, bsdB, PAD1; flavin prenyltransferase [EC:2.5.1.129]
K03182	1	 ubiD; 4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]
K18285	1	 mqnE; aminodeoxyfutalosine synthase [EC:2.5.1.120]
K12267	1	 msrAB; peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]
K00684	1	 aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]
K00860	2	 cysC; adenylylsulfate kinase [EC:2.7.1.25]
K00598	1	 tam; trans-aconitate 2-methyltransferase [EC:2.1.1.144]
K00338	2	 nuoI; NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]
K01963	1	 accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]
K01962	1	 accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]
K02836	2	 prfB; peptide chain release factor 2
K07136	1	 K07136; uncharacterized protein
K01736	2	 aroC; chorismate synthase [EC:4.2.3.5]
K00091	2	 E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]
K07448	2	 mrr; restriction system protein
K00558	4	 DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
K07458	1	 vsr; DNA mismatch endonuclease, patch repair protein [EC:3.1.-.-]
K02027	2	 ABC.MS.S; multiple sugar transport system substrate-binding protein
K02025	2	 ABC.MS.P; multiple sugar transport system permease protein
K00029	1	 E1.1.1.40, maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
K07152	3	 SCO1_2; protein SCO1/2
K00368	1	 nirK; nitrite reductase (NO-forming) [EC:1.7.2.1]
K00376	1	 nosZ; nitrous-oxide reductase [EC:1.7.2.4]
K07218	1	 nosD; nitrous oxidase accessory protein
K01990	1	 ABC-2.A; ABC-2 type transport system ATP-binding protein
K19341	1	 nosY; Cu-processing system permease protein
K19342	1	 nosL; copper chaperone NosL
K06196	1	 ccdA; cytochrome c-type biogenesis protein
K07496	4	 K07496; putative transposase
K03782	1	 katG; catalase-peroxidase [EC:1.11.1.21]
K00942	1	 E2.7.4.8, gmk; guanylate kinase [EC:2.7.4.8]
K00951	1	 relA; GTP pyrophosphokinase [EC:2.7.6.5]
K03100	1	 lepB; signal peptidase I [EC:3.4.21.89]
K02825	1	 pyrR; pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]
K00609	1	 pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]
K01465	1	 URA4, pyrC; dihydroorotase [EC:3.5.2.3]
K01687	1	 ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]
K13038	1	 coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]
K18828	2	 mvpA, vapC; tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]
K18829	3	 mvpT, vapB; antitoxin VapB
K00008	1	 SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]
K07335	1	 bmpA, bmpB, tmpC; basic membrane protein A and related proteins
K00652	1	 bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]
K00833	1	 bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]
K01012	1	 bioB; biotin synthase [EC:2.8.1.6]
K00128	1	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K01661	1	 menB; naphthoate synthase [EC:4.1.3.36]
K00948	1	 PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
K02897	1	 RP-L25, rplY; large subunit ribosomal protein L25
K01056	1	 PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
K15987	1	 hppA; K(+)-stimulated pyrophosphate-energized sodium pump [EC:3.6.1.1]
K02990	1	 RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6
K02963	1	 RP-S18, MRPS18, rpsR; small subunit ribosomal protein S18
K02939	1	 RP-L9, MRPL9, rplI; large subunit ribosomal protein L9
K03146	1	 THI4, THI1; cysteine-dependent adenosine diphosphate thiazole synthase [EC:2.4.2.60]
K04771	3	 degP, htrA; serine protease Do [EC:3.4.21.107]
K18660	1	 ACSF3; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.-]
K01462	2	 PDF, def; peptide deformylase [EC:3.5.1.88]
K01999	6	 livK; branched-chain amino acid transport system substrate-binding protein
K00014	1	 aroE; shikimate dehydrogenase [EC:1.1.1.25]
K04043	1	 dnaK, HSPA9; molecular chaperone DnaK
K03089	2	 rpoH; RNA polymerase sigma-32 factor
K01903	1	 sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
K00240	1	 sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]
K00239	1	 sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]
K00024	1	 mdh; malate dehydrogenase [EC:1.1.1.37]
K00031	1	 IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]
K01681	1	 ACO, acnA; aconitate hydratase [EC:4.2.1.3]
K09458	1	 fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]
K02078	3	 acpP; acyl carrier protein
K00059	2	 fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
K00645	1	 fabD; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
K07040	1	 K07040; uncharacterized protein
K10823	1	 oppF; oligopeptide transport system ATP-binding protein
K15583	1	 oppD; oligopeptide transport system ATP-binding protein
K02034	1	 ABC.PE.P1; peptide/nickel transport system permease protein
K02033	1	 ABC.PE.P; peptide/nickel transport system permease protein
K07154	2	 hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]
K07403	1	 nfeD; membrane-bound serine protease (ClpP class)
K03658	1	 helD; DNA helicase IV [EC:3.6.4.12]
K04079	2	 HSP90A, htpG; molecular chaperone HtpG
K01406	1	 prtC; serralysin [EC:3.4.24.40]
K15581	1	 oppB; oligopeptide transport system permease protein
K03797	2	 E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]
K22112	2	 amiS; putative amide transporter protein
K12069	1	 traA; conjugal transfer pilus assembly protein TraA
K12068	1	 traL; conjugal transfer pilus assembly protein TraL
K12065	1	 traB; conjugal transfer pilus assembly protein TraB
K12064	1	 traV; conjugal transfer pilus assembly protein TraV
K12063	1	 traC; conjugal transfer ATP-binding protein TraC
K12061	1	 traW; conjugal transfer pilus assembly protein TraW
K12060	1	 traU; conjugal transfer pilus assembly protein TraU
K12059	1	 trbC; conjugal transfer pilus assembly protein TrbC
K12058	1	 traN; conjugal transfer mating pair stabilization protein TraN
K12057	1	 traF; conjugal transfer pilus assembly protein TraF
K12072	1	 traH; conjugative transfer pilus assembly protein TraH
K12056	1	 traG; conjugal transfer mating pair stabilization protein TraG
K07133	4	 K07133; uncharacterized protein
K10206	1	 E2.6.1.83; LL-diaminopimelate aminotransferase [EC:2.6.1.83]
K00812	1	 aspB; aspartate aminotransferase [EC:2.6.1.1]
K00954	1	 E2.7.7.3A, coaD, kdtB; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]
K02469	1	 gyrA; DNA gyrase subunit A [EC:5.99.1.3]
K00799	2	 GST, gst; glutathione S-transferase [EC:2.5.1.18]
K12410	3	 npdA; NAD-dependent deacetylase [EC:3.5.1.-]
K00931	1	 proB; glutamate 5-kinase [EC:2.7.2.11]
K07082	1	 K07082; UPF0755 protein
K03924	1	 moxR; MoxR-like ATPase [EC:3.6.3.-]
K00088	1	 IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]
K01951	1	 guaA, GMPS; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
K01784	1	 galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]
K03525	1	 coaX; type III pantothenate kinase [EC:2.7.1.33]
K01409	1	 KAE1, tsaD, QRI7; N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
K03147	1	 thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17]
K12132	1	 prkC, stkP; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
K07075	2	 K07075; uncharacterized protein
K01876	1	 aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]
K00164	1	 OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
K00658	1	 DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
K01154	1	 hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]
K01153	1	 hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]
K16055	1	 TPS; trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]	Glc a1-a1 Glc
K02199	1	 ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE
K02200	1	 ccmH; cytochrome c-type biogenesis protein CcmH
K00791	1	 miaA, TRIT1; tRNA dimethylallyltransferase [EC:2.5.1.75]
K00962	1	 pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
K02956	1	 RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15
K03177	1	 truB, PUS4, TRUB1; tRNA pseudouridine55 synthase [EC:5.4.99.25]
K06881	1	 nrnA; bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]
K02834	1	 rbfA; ribosome-binding factor A
K09764	1	 K09764; uncharacterized protein
K02519	1	 infB, MTIF2; translation initiation factor IF-2
K02600	1	 nusA; N utilization substance protein A
K09748	1	 rimP; ribosome maturation factor RimP
K03702	1	 uvrB; excinuclease ABC subunit B
K13542	1	 cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]
K09761	1	 rsmE; 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]
K02614	1	 paaI; acyl-CoA thioesterase [EC:3.1.2.-]
K02198	1	 ccmF; cytochrome c-type biogenesis protein CcmF
K02197	1	 ccmE; cytochrome c-type biogenesis protein CcmE
K02195	1	 ccmC; heme exporter protein C
K02194	1	 ccmB; heme exporter protein B
K02193	1	 ccmA; heme exporter protein A [EC:3.6.3.41]
K01759	1	 GLO1, gloA; lactoylglutathione lyase [EC:4.4.1.5]
K07478	1	 ycaJ; putative ATPase
K01647	1	 CS, gltA; citrate synthase [EC:2.3.3.1]
K08484	1	 PTS-EI.PTSP, ptsP; phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]
K00528	1	 fpr; ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]
K01147	1	 rnb; exoribonuclease II [EC:3.1.13.1]
K01937	1	 pyrG, CTPS; CTP synthase [EC:6.3.4.2]
K02428	1	 rdgB; XTP/dITP diphosphohydrolase [EC:3.6.1.66]
K03664	1	 smpB; SsrA-binding protein
K07560	1	 dtd, DTD; D-aminoacyl-tRNA deacylase [EC:3.1.1.96]
K01775	1	 alr; alanine racemase [EC:5.1.1.1]
K00297	1	 metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
K03183	1	 ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]
K00275	1	 pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K07071	1	 K07071; uncharacterized protein
K02879	1	 RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17
K03040	1	 rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]
K02986	1	 RP-S4, rpsD; small subunit ribosomal protein S4
K02948	1	 RP-S11, MRPS11, rpsK; small subunit ribosomal protein S11
K02952	1	 RP-S13, rpsM; small subunit ribosomal protein S13
K02518	1	 infA; translation initiation factor IF-1
K01265	1	 map; methionyl aminopeptidase [EC:3.4.11.18]
K00939	1	 adk, AK; adenylate kinase [EC:2.7.4.3]
K03076	1	 secY; preprotein translocase subunit SecY
K02876	1	 RP-L15, MRPL15, rplO; large subunit ribosomal protein L15
K02988	1	 RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5
K02881	1	 RP-L18, MRPL18, rplR; large subunit ribosomal protein L18
K02933	1	 RP-L6, MRPL6, rplF; large subunit ribosomal protein L6
K02994	1	 RP-S8, rpsH; small subunit ribosomal protein S8
K02931	1	 RP-L5, MRPL5, rplE; large subunit ribosomal protein L5
K02895	1	 RP-L24, MRPL24, rplX; large subunit ribosomal protein L24
K02874	1	 RP-L14, MRPL14, rplN; large subunit ribosomal protein L14
K02961	1	 RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17
K02904	1	 RP-L29, rpmC; large subunit ribosomal protein L29
K02878	1	 RP-L16, MRPL16, rplP; large subunit ribosomal protein L16
K02982	1	 RP-S3, rpsC; small subunit ribosomal protein S3
K02890	1	 RP-L22, MRPL22, rplV; large subunit ribosomal protein L22
K02965	1	 RP-S19, rpsS; small subunit ribosomal protein S19
K02886	1	 RP-L2, MRPL2, rplB; large subunit ribosomal protein L2
K02892	1	 RP-L23, MRPL23, rplW; large subunit ribosomal protein L23
K02926	1	 RP-L4, MRPL4, rplD; large subunit ribosomal protein L4
K02906	1	 RP-L3, MRPL3, rplC; large subunit ribosomal protein L3
K02946	1	 RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10
K10773	2	 NTH; endonuclease III [EC:4.2.99.18]
K07019	1	 K07019; uncharacterized protein
K01610	1	 E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]
